I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-78.08,-258.64,-180.56,170.8,48.8,-219.6,-29.28,-97.6,-195.2,-287.92,-366,-361.12
-73.2,-268.4,-195.2,170.8,58.56,-234.24,-29.28,-97.6,-200.08,-292.8,-366,-366
-63.44,-268.4,-204.96,165.92,68.32,-239.12,-34.16,-102.48,-204.96,-302.56,-370.88,-370.88
-87.84,-273.28,-185.44,180.56,48.8,-229.36,-39.04,-102.48,-209.84,-302.56,-375.76,-375.76
-82.96,-278.16,-195.2,180.56,53.68,-239.12,-39.04,-92.72,-214.72,-302.56,-375.76,-366
-87.84,-292.8,-204.96,190.32,58.56,-248.88,-29.28,-82.96,-204.96,-297.68,-366,-366
-68.32,-278.16,-209.84,175.68,68.32,-244,-34.16,-87.84,-209.84,-307.44,-380.64,-375.76
-53.68,-283.04,-229.36,170.8,87.84,-258.64,-34.16,-87.84,-209.84,-302.56,-380.64,-375.76
-63.44,-278.16,-214.72,170.8,73.2,-248.88,-34.16,-73.2,-195.2,-292.8,-370.88,-366
-68.32,-278.16,-209.84,175.68,68.32,-244,-34.16,-78.08,-204.96,-292.8,-375.76,-366
-53.68,-268.4,-214.72,161.04,78.08,-244,-43.92,-82.96,-200.08,-292.8,-366,-361.12
-48.8,-278.16,-229.36,165.92,87.84,-253.76,-53.68,-97.6,-209.84,-292.8,-366,-351.36
-58.56,-292.8,-234.24,175.68,87.84,-263.52,-53.68,-92.72,-204.96,-292.8,-351.36,-341.6
-73.2,-283.04,-209.84,180.56,68.32,-248.88,-68.32,-102.48,-219.6,-297.68,-361.12,-341.6
-73.2,-273.28,-200.08,175.68,63.44,-239.12,-73.2,-97.6,-209.84,-302.56,-351.36,-336.72
-34.16,-244,-209.84,141.52,87.84,-229.36,-53.68,-78.08,-195.2,-287.92,-336.72,-317.2
-24.4,-234.24,-209.84,131.76,92.72,-224.48,-63.44,-78.08,-190.32,-283.04,-331.84,-312.32
-19.52,-224.48,-204.96,122,92.72,-214.72,-58.56,-68.32,-185.44,-263.52,-322.08,-297.68
-29.28,-229.36,-200.08,131.76,82.96,-214.72,-58.56,-63.44,-175.68,-263.52,-312.32,-297.68
-14.64,-224.48,-209.84,122,97.6,-219.6,-63.44,-78.08,-180.56,-268.4,-317.2,-297.68
0,-204.96,-204.96,102.48,102.48,-204.96,-63.44,-73.2,-175.68,-258.64,-307.44,-283.04
-4.88,-204.96,-200.08,107.36,97.6,-204.96,-58.56,-73.2,-165.92,-253.76,-297.68,-273.28
-14.64,-195.2,-180.56,107.36,82.96,-190.32,-58.56,-73.2,-170.8,-253.76,-297.68,-273.28
-9.76,-190.32,-180.56,102.48,82.96,-185.44,-53.68,-63.44,-170.8,-239.12,-287.92,-258.64
-14.64,-190.32,-175.68,102.48,78.08,-185.44,-53.68,-58.56,-165.92,-248.88,-273.28,-244
-9.76,-190.32,-180.56,102.48,82.96,-185.44,-48.8,-53.68,-156.16,-244,-273.28,-239.12
-9.76,-175.68,-165.92,92.72,78.08,-170.8,-58.56,-58.56,-151.28,-239.12,-273.28,-239.12
-29.28,-175.68,-146.4,102.48,58.56,-161.04,-68.32,-68.32,-156.16,-244,-278.16,-239.12
-19.52,-170.8,-151.28,97.6,63.44,-161.04,-58.56,-63.44,-141.52,-234.24,-263.52,-224.48
-19.52,-161.04,-141.52,92.72,58.56,-151.28,-53.68,-68.32,-146.4,-234.24,-258.64,-224.48
-9.76,-146.4,-136.64,78.08,63.44,-141.52,-58.56,-68.32,-141.52,-224.48,-258.64,-214.72
9.76,-131.76,-141.52,63.44,73.2,-136.64,-53.68,-58.56,-131.76,-214.72,-234.24,-190.32
9.76,-107.36,-117.12,48.8,63.44,-112.24,-53.68,-53.68,-126.88,-200.08,-224.48,-170.8
14.64,-97.6,-112.24,43.92,63.44,-107.36,-58.56,-63.44,-131.76,-190.32,-214.72,-161.04
9.76,-97.6,-107.36,43.92,58.56,-102.48,-63.44,-48.8,-122,-190.32,-195.2,-151.28
