I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-43.92,-19.52,24.4,34.16,-34.16,0,-29.28,-34.16,-107.36,48.8,-68.32,-107.36
-24.4,-34.16,-9.76,29.28,-9.76,-24.4,-9.76,-29.28,-92.72,58.56,-73.2,-107.36
-29.28,-58.56,-29.28,43.92,0,-43.92,0,-29.28,-92.72,53.68,-87.84,-131.76
-24.4,-48.8,-24.4,39.04,0,-39.04,29.28,-9.76,-73.2,73.2,-68.32,-117.12
-29.28,-68.32,-39.04,48.8,4.88,-53.68,39.04,9.76,-53.68,82.96,-58.56,-102.48
-19.52,-78.08,-58.56,48.8,19.52,-68.32,39.04,4.88,-58.56,112.24,-48.8,-102.48
-24.4,-78.08,-53.68,53.68,14.64,-68.32,43.92,4.88,-53.68,146.4,-34.16,-102.48
-24.4,-82.96,-58.56,53.68,14.64,-73.2,39.04,-4.88,-63.44,151.28,-39.04,-112.24
-9.76,-78.08,-68.32,43.92,29.28,-73.2,29.28,0,-58.56,156.16,-34.16,-117.12
-39.04,-82.96,-43.92,63.44,0,-63.44,48.8,9.76,-43.92,185.44,-24.4,-102.48
-63.44,-87.84,-24.4,78.08,-19.52,-58.56,58.56,24.4,-34.16,170.8,-39.04,-102.48
-39.04,-87.84,-48.8,63.44,4.88,-68.32,53.68,29.28,-29.28,156.16,-58.56,-112.24
-48.8,-102.48,-53.68,78.08,0,-78.08,53.68,24.4,-34.16,126.88,-68.32,-122
-39.04,-112.24,-73.2,78.08,14.64,-92.72,53.68,14.64,-39.04,102.48,-78.08,-117.12
-9.76,-97.6,-87.84,53.68,39.04,-92.72,43.92,14.64,-39.04,82.96,-73.2,-112.24
-24.4,-87.84,-63.44,58.56,19.52,-78.08,53.68,19.52,-34.16,112.24,-48.8,-92.72
-29.28,-97.6,-68.32,63.44,19.52,-82.96,53.68,19.52,-34.16,126.88,-34.16,-87.84
-39.04,-107.36,-68.32,73.2,14.64,-87.84,58.56,14.64,-39.04,146.4,-24.4,-82.96
-19.52,-102.48,-82.96,63.44,29.28,-92.72,48.8,4.88,-43.92,161.04,-14.64,-87.84
-34.16,-97.6,-63.44,68.32,14.64,-82.96,63.44,24.4,-29.28,180.56,-4.88,-78.08
-48.8,-97.6,-48.8,73.2,0,-73.2,48.8,14.64,-43.92,151.28,-29.28,-92.72
-34.16,-92.72,-58.56,63.44,9.76,-78.08,43.92,0,-58.56,112.24,-73.2,-107.36
-34.16,-68.32,-34.16,53.68,0,-53.68,53.68,9.76,-34.16,107.36,-68.32,-102.48
-58.56,-78.08,-19.52,68.32,-19.52,-48.8,58.56,24.4,-24.4,107.36,-48.8,-87.84
-29.28,-87.84,-58.56,58.56,14.64,-73.2,53.68,24.4,-24.4,107.36,-34.16,-82.96
-9.76,-82.96,-73.2,48.8,29.28,-78.08,43.92,14.64,-34.16,122,-24.4,-87.84
-24.4,-82.96,-58.56,53.68,14.64,-73.2,43.92,14.64,-34.16,146.4,-9.76,-78.08
-43.92,-73.2,-29.28,58.56,-9.76,-53.68,58.56,24.4,-24.4,185.44,14.64,-53.68
-14.64,-58.56,-43.92,39.04,14.64,-53.68,53.68,14.64,-39.04,195.2,4.88,-63.44
0,-48.8,-48.8,24.4,24.4,-48.8,43.92,19.52,-39.04,190.32,-9.76,-68.32
-4.88,-43.92,-39.04,24.4,14.64,-43.92,48.8,14.64,-39.04,175.68,-9.76,-68.32
-14.64,-63.44,-48.8,39.04,14.64,-58.56,39.04,14.64,-39.04,156.16,-9.76,-68.32
-9.76,-63.44,-53.68,39.04,19.52,-58.56,39.04,19.52,-34.16,131.76,-34.16,-82.96
-39.04,-73.2,-34.16,58.56,-4.88,-53.68,53.68,39.04,-14.64,122,-34.16,-73.2
-24.4,-58.56,-34.16,43.92,4.88,-48.8,48.8,24.4,-14.64,107.36,-29.28,-73.2
-9.76,-43.92,-34.16,29.28,9.76,-39.04,48.8,14.64,-29.28,107.36,-19.52,-73.2
-43.92,-63.44,-19.52,53.68,-14.64,-43.92,43.92,9.76,-34.16,122,-4.88,-73.2
-34.16,-53.68,-19.52,43.92,-9.76,-39.04,43.92,14.64,-29.28,151.28,34.16,-58.56
-14.64,-39.04,-24.4,29.28,4.88,-34.16,48.8,24.4,-24.4,175.68,43.92,-43.92
-4.88,-58.56,-53.68,34.16,24.4,-58.56,53.68,24.4,-14.64,185.44,39.04,-43.92
14.64,-78.08,-92.72,34.16,53.68,-87.84,48.8,24.4,-19.52,165.92,24.4,-53.68
-9.76,-78.08,-68.32,43.92,29.28,-73.2,48.8,24.4,-14.64,146.4,4.88,-63.44
-34.16,-78.08,-43.92,58.56,4.88,-63.44,48.8,24.4,-4.88,136.64,-4.88,-68.32
0,-73.2,-73.2,39.04,34.16,-73.2,48.8,29.28,-4.88,122,0,-68.32
-19.52,-68.32,-48.8,43.92,14.64,-58.56,43.92,24.4,-4.88,117.12,-4.88,-68.32
-34.16,-48.8,-14.64,43.92,-9.76,-34.16,39.04,24.4,-9.76,126.88,4.88,-68.32
-24.4,-48.8,-24.4,39.04,0,-39.04,39.04,29.28,-4.88,161.04,19.52,-63.44
-24.4,-63.44,-39.04,43.92,4.88,-53.68,53.68,34.16,9.76,200.08,43.92,-39.04
-14.64,-53.68,-39.04,34.16,9.76,-48.8,63.44,53.68,14.64,219.6,53.68,-39.04
0,-63.44,-63.44,34.16,29.28,-63.44,53.68,53.68,14.64,229.36,53.68,-48.8
-19.52,-58.56,-39.04,39.04,9.76,-48.8,48.8,53.68,9.76,214.72,39.04,-53.68
-29.28,-43.92,-14.64,39.04,-9.76,-29.28,53.68,58.56,19.52,209.84,48.8,-43.92
-34.16,-53.68,-19.52,43.92,-9.76,-39.04,53.68,68.32,29.28,185.44,29.28,-53.68
-9.76,-43.92,-34.16,29.28,9.76,-39.04,53.68,78.08,29.28,180.56,29.28,-53.68
-14.64,-39.04,-24.4,29.28,4.88,-34.16,48.8,78.08,34.16,170.8,29.28,-53.68
-34.16,-48.8,-14.64,43.92,-9.76,-34.16,48.8,82.96,29.28,190.32,43.92,-58.56
-4.88,-53.68,-48.8,29.28,19.52,-53.68,48.8,82.96,43.92,224.48,58.56,-48.8
0,-73.2,-73.2,39.04,34.16,-73.2,53.68,87.84,53.68,278.16,97.6,-24.4
