I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
48.8,24.4,-24.4,-34.16,34.16,0,0,126.88,117.12,68.32,34.16,-9.76
53.68,29.28,-24.4,-39.04,39.04,0,-4.88,122,112.24,68.32,29.28,-4.88
63.44,29.28,-34.16,-43.92,48.8,-4.88,-9.76,122,117.12,63.44,29.28,-9.76
63.44,43.92,-19.52,-53.68,39.04,9.76,-4.88,126.88,126.88,73.2,39.04,0
68.32,48.8,-19.52,-58.56,43.92,14.64,0,131.76,126.88,78.08,43.92,9.76
63.44,39.04,-24.4,-48.8,43.92,4.88,-14.64,112.24,117.12,63.44,39.04,4.88
68.32,39.04,-29.28,-53.68,48.8,4.88,-14.64,107.36,122,73.2,43.92,4.88
87.84,58.56,-29.28,-73.2,58.56,14.64,-4.88,117.12,131.76,87.84,53.68,19.52
87.84,58.56,-29.28,-73.2,58.56,14.64,-9.76,122,131.76,87.84,53.68,24.4
92.72,63.44,-29.28,-78.08,58.56,14.64,-19.52,122,126.88,87.84,48.8,24.4
97.6,68.32,-29.28,-82.96,63.44,19.52,-14.64,131.76,136.64,102.48,63.44,24.4
92.72,68.32,-24.4,-78.08,58.56,19.52,-19.52,126.88,136.64,102.48,63.44,34.16
102.48,73.2,-29.28,-87.84,63.44,19.52,-19.52,126.88,136.64,102.48,68.32,34.16
112.24,92.72,-19.52,-102.48,63.44,34.16,-14.64,131.76,146.4,117.12,87.84,53.68
131.76,107.36,-24.4,-117.12,78.08,39.04,-14.64,126.88,156.16,126.88,97.6,63.44
117.12,87.84,-29.28,-102.48,73.2,29.28,-34.16,112.24,141.52,122,92.72,58.56
117.12,92.72,-24.4,-102.48,68.32,34.16,-29.28,117.12,146.4,126.88,107.36,63.44
122,97.6,-24.4,-107.36,73.2,34.16,-39.04,102.48,131.76,122,97.6,63.44
112.24,82.96,-29.28,-97.6,68.32,24.4,-43.92,107.36,136.64,122,102.48,58.56
126.88,102.48,-24.4,-112.24,73.2,39.04,-43.92,122,151.28,131.76,112.24,68.32
165.92,141.52,-24.4,-151.28,92.72,58.56,-29.28,131.76,165.92,151.28,131.76,78.08
