I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
82.96,175.68,92.72,-126.88,-4.88,131.76,9.76,517.28,614.88,473.36,273.28,161.04
82.96,185.44,102.48,-131.76,-9.76,141.52,4.88,473.36,566.08,439.2,258.64,151.28
58.56,180.56,122,-117.12,-34.16,151.28,-9.76,424.56,522.16,405.04,244,141.52
68.32,175.68,107.36,-122,-19.52,141.52,-14.64,390.4,478.24,380.64,239.12,141.52
68.32,141.52,73.2,-102.48,-4.88,107.36,-14.64,366,439.2,361.12,234.24,146.4
63.44,107.36,43.92,-82.96,9.76,73.2,-14.64,331.84,405.04,326.96,219.6,141.52
63.44,112.24,48.8,-87.84,4.88,78.08,-24.4,292.8,351.36,283.04,190.32,126.88
68.32,122,53.68,-92.72,4.88,87.84,-39.04,253.76,307.44,244,165.92,102.48
58.56,97.6,39.04,-78.08,9.76,68.32,-29.28,229.36,273.28,209.84,151.28,102.48
48.8,73.2,24.4,-58.56,9.76,48.8,-24.4,209.84,244,190.32,131.76,87.84
34.16,73.2,39.04,-53.68,-4.88,53.68,-34.16,170.8,200.08,146.4,97.6,58.56
34.16,78.08,43.92,-53.68,-4.88,58.56,-34.16,141.52,165.92,122,73.2,43.92
14.64,63.44,48.8,-39.04,-19.52,53.68,-29.28,117.12,141.52,102.48,58.56,39.04
9.76,43.92,34.16,-24.4,-14.64,39.04,-29.28,102.48,112.24,82.96,48.8,34.16
4.88,-4.88,-9.76,0,4.88,-9.76,-14.64,92.72,92.72,73.2,43.92,29.28
0,-39.04,-39.04,19.52,19.52,-39.04,-9.76,82.96,78.08,48.8,29.28,24.4
4.88,-29.28,-34.16,14.64,19.52,-34.16,-14.64,68.32,58.56,24.4,19.52,14.64
4.88,-19.52,-24.4,9.76,14.64,-24.4,-9.76,58.56,39.04,9.76,0,0
4.88,-29.28,-34.16,14.64,19.52,-34.16,-4.88,53.68,29.28,-4.88,-9.76,0
4.88,-48.8,-53.68,24.4,29.28,-53.68,0,48.8,24.4,-4.88,-9.76,-9.76
-4.88,-43.92,-39.04,24.4,14.64,-43.92,-4.88,39.04,9.76,-24.4,-19.52,-19.52
-14.64,-34.16,-19.52,24.4,0,-29.28,0,24.4,0,-29.28,-29.28,-29.28
-14.64,-19.52,-4.88,19.52,-4.88,-14.64,9.76,24.4,0,-29.28,-29.28,-19.52
-9.76,-34.16,-24.4,24.4,4.88,-29.28,4.88,19.52,-9.76,-43.92,-34.16,-29.28
-9.76,-68.32,-58.56,39.04,24.4,-63.44,19.52,24.4,-4.88,-34.16,-29.28,-24.4
-14.64,-82.96,-68.32,48.8,24.4,-78.08,24.4,24.4,-14.64,-39.04,-34.16,-24.4
-19.52,-78.08,-58.56,48.8,19.52,-68.32,14.64,19.52,-29.28,-53.68,-43.92,-29.28
-14.64,-48.8,-34.16,34.16,9.76,-43.92,19.52,19.52,-29.28,-53.68,-48.8,-34.16
-14.64,-48.8,-34.16,34.16,9.76,-43.92,29.28,19.52,-24.4,-48.8,-48.8,-29.28
-9.76,-63.44,-53.68,39.04,19.52,-58.56,34.16,24.4,-24.4,-48.8,-48.8,-34.16
-9.76,-53.68,-43.92,34.16,14.64,-48.8,29.28,14.64,-34.16,-58.56,-58.56,-39.04
-29.28,-53.68,-24.4,43.92,-4.88,-39.04,29.28,14.64,-39.04,-68.32,-63.44,-53.68
-29.28,-48.8,-19.52,39.04,-4.88,-34.16,29.28,4.88,-39.04,-63.44,-63.44,-48.8
-24.4,-48.8,-24.4,39.04,0,-39.04,39.04,9.76,-34.16,-58.56,-48.8,-43.92
-34.16,-73.2,-39.04,53.68,0,-58.56,43.92,14.64,-34.16,-53.68,-43.92,-34.16
-24.4,-87.84,-63.44,58.56,19.52,-78.08,39.04,14.64,-39.04,-58.56,-48.8,-39.04
-24.4,-92.72,-68.32,58.56,19.52,-82.96,34.16,14.64,-39.04,-58.56,-53.68,-34.16
-34.16,-68.32,-34.16,53.68,0,-53.68,24.4,14.64,-48.8,-68.32,-58.56,-43.92
-29.28,-68.32,-39.04,48.8,4.88,-53.68,34.16,9.76,-43.92,-68.32,-58.56,-39.04
-24.4,-87.84,-63.44,58.56,19.52,-78.08,29.28,9.76,-53.68,-73.2,-63.44,-48.8
-29.28,-87.84,-58.56,58.56,14.64,-73.2,29.28,0,-58.56,-73.2,-68.32,-43.92
-19.52,-68.32,-48.8,43.92,14.64,-58.56,29.28,4.88,-53.68,-73.2,-63.44,-43.92
-29.28,-78.08,-48.8,53.68,9.76,-63.44,29.28,-14.64,-63.44,-87.84,-73.2,-53.68
-43.92,-92.72,-48.8,68.32,0,-73.2,39.04,-9.76,-63.44,-82.96,-63.44,-48.8
-39.04,-126.88,-87.84,82.96,24.4,-107.36,48.8,0,-58.56,-78.08,-58.56,-48.8
-34.16,-141.52,-107.36,87.84,34.16,-126.88,48.8,0,-58.56,-82.96,-63.44,-48.8
-29.28,-131.76,-102.48,82.96,34.16,-117.12,43.92,-4.88,-68.32,-92.72,-73.2,-48.8
