I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-170.8,180.56,351.36,-4.88,-263.52,263.52,58.56,-175.68,-390.4,219.6,219.6,356.24
-175.68,97.6,273.28,39.04,-224.48,185.44,102.48,-161.04,-395.28,78.08,78.08,219.6
-165.92,68.32,234.24,48.8,-200.08,151.28,170.8,-136.64,-395.28,-29.28,-19.52,122
-185.44,19.52,204.96,82.96,-195.2,112.24,219.6,-126.88,-409.92,-122,-112.24,29.28
-204.96,-34.16,170.8,122,-190.32,68.32,273.28,-117.12,-424.56,-214.72,-204.96,-58.56
-170.8,-24.4,146.4,97.6,-161.04,58.56,331.84,-97.6,-414.8,-263.52,-253.76,-112.24
-209.84,-29.28,180.56,122,-195.2,73.2,390.4,-68.32,-405.04,-283.04,-273.28,-136.64
-244,-39.04,204.96,141.52,-224.48,82.96,444.08,-39.04,-405.04,-307.44,-297.68,-151.28
-248.88,-29.28,219.6,141.52,-234.24,92.72,488,-34.16,-405.04,-326.96,-317.2,-161.04
-283.04,-43.92,239.12,165.92,-263.52,97.6,536.8,-19.52,-385.52,-331.84,-322.08,-170.8
-278.16,-63.44,214.72,170.8,-248.88,73.2,595.36,-29.28,-395.28,-341.6,-336.72,-190.32
-273.28,-68.32,204.96,170.8,-239.12,68.32,634.4,-73.2,-419.68,-356.24,-351.36,-204.96
-278.16,-73.2,204.96,175.68,-244,63.44,692.96,-73.2,-414.8,-351.36,-346.48,-200.08
-273.28,-73.2,200.08,175.68,-239.12,63.44,727.12,-78.08,-400.16,-351.36,-346.48,-200.08
-287.92,-87.84,200.08,190.32,-244,53.68,761.28,-82.96,-409.92,-361.12,-351.36,-209.84
-292.8,-102.48,190.32,200.08,-244,43.92,819.84,-82.96,-419.68,-375.76,-366,-219.6
-287.92,-112.24,175.68,200.08,-234.24,29.28,858.88,-87.84,-419.68,-385.52,-375.76,-229.36
-302.56,-122,180.56,214.72,-244,29.28,858.88,-73.2,-380.64,-370.88,-366,-219.6
-273.28,-107.36,165.92,190.32,-219.6,29.28,844.24,-73.2,-361.12,-336.72,-336.72,-200.08
-229.36,-87.84,141.52,161.04,-185.44,24.4,810.08,-92.72,-356.24,-326.96,-317.2,-195.2
-239.12,-122,117.12,180.56,-180.56,-4.88,771.04,-126.88,-366,-336.72,-326.96,-204.96
-209.84,-107.36,102.48,161.04,-156.16,-4.88,732,-112.24,-322.08,-312.32,-302.56,-195.2
-185.44,-87.84,97.6,136.64,-141.52,4.88,683.2,-107.36,-292.8,-283.04,-278.16,-190.32
-175.68,-78.08,97.6,126.88,-136.64,9.76,610,-107.36,-258.64,-258.64,-253.76,-175.68
-165.92,-78.08,87.84,122,-126.88,4.88,531.92,-131.76,-248.88,-244,-239.12,-170.8
-161.04,-82.96,78.08,122,-122,-4.88,444.08,-146.4,-234.24,-219.6,-214.72,-161.04
-156.16,-97.6,58.56,126.88,-107.36,-19.52,341.6,-161.04,-219.6,-200.08,-195.2,-146.4
-126.88,-87.84,39.04,107.36,-82.96,-24.4,263.52,-146.4,-195.2,-190.32,-185.44,-131.76
-78.08,-53.68,24.4,68.32,-53.68,-14.64,209.84,-136.64,-180.56,-190.32,-190.32,-131.76
-92.72,-82.96,9.76,87.84,-53.68,-39.04,165.92,-141.52,-190.32,-190.32,-185.44,-136.64
-112.24,-97.6,14.64,107.36,-63.44,-43.92,151.28,-136.64,-175.68,-180.56,-170.8,-122
-87.84,-73.2,14.64,82.96,-53.68,-29.28,141.52,-107.36,-136.64,-161.04,-151.28,-97.6
-53.68,-78.08,-24.4,68.32,-14.64,-53.68,112.24,-102.48,-122,-146.4,-136.64,-97.6
-63.44,-97.6,-34.16,82.96,-14.64,-68.32,82.96,-102.48,-107.36,-136.64,-136.64,-97.6
-68.32,-82.96,-14.64,78.08,-29.28,-48.8,63.44,-92.72,-82.96,-126.88,-122,-82.96
-63.44,-87.84,-24.4,78.08,-19.52,-58.56,43.92,-82.96,-82.96,-112.24,-107.36,-73.2
-102.48,-122,-19.52,112.24,-43.92,-73.2,29.28,-102.48,-87.84,-97.6,-92.72,-68.32
-78.08,-102.48,-24.4,92.72,-29.28,-63.44,24.4,-107.36,-82.96,-92.72,-78.08,-53.68
-73.2,-112.24,-39.04,92.72,-19.52,-78.08,19.52,-112.24,-87.84,-92.72,-87.84,-58.56
-58.56,-102.48,-43.92,82.96,-9.76,-73.2,4.88,-117.12,-97.6,-102.48,-97.6,-63.44
-24.4,-78.08,-53.68,53.68,14.64,-68.32,14.64,-107.36,-87.84,-107.36,-97.6,-63.44
-68.32,-107.36,-39.04,87.84,-14.64,-73.2,9.76,-97.6,-82.96,-117.12,-107.36,-68.32
-58.56,-112.24,-53.68,87.84,-4.88,-82.96,0,-102.48,-87.84,-117.12,-107.36,-78.08
-4.88,-82.96,-78.08,43.92,34.16,-82.96,-4.88,-107.36,-78.08,-107.36,-97.6,-78.08
-29.28,-102.48,-73.2,68.32,19.52,-87.84,-19.52,-107.36,-73.2,-97.6,-92.72,-78.08
