I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
73.2,229.36,156.16,-151.28,-43.92,190.32,14.64,141.52,141.52,209.84,209.84,195.2
63.44,224.48,161.04,-141.52,-48.8,190.32,9.76,131.76,141.52,204.96,209.84,200.08
78.08,239.12,161.04,-156.16,-43.92,200.08,14.64,136.64,146.4,219.6,224.48,214.72
63.44,244,180.56,-151.28,-58.56,209.84,9.76,131.76,146.4,229.36,229.36,214.72
63.44,244,180.56,-151.28,-58.56,209.84,4.88,126.88,146.4,224.48,224.48,214.72
78.08,258.64,180.56,-165.92,-53.68,219.6,9.76,126.88,146.4,224.48,229.36,214.72
73.2,239.12,165.92,-156.16,-48.8,200.08,4.88,117.12,131.76,214.72,214.72,200.08
68.32,229.36,161.04,-146.4,-48.8,195.2,9.76,117.12,131.76,209.84,204.96,200.08
48.8,204.96,156.16,-126.88,-53.68,180.56,14.64,117.12,131.76,209.84,204.96,195.2
48.8,190.32,141.52,-117.12,-48.8,165.92,14.64,107.36,122,190.32,185.44,180.56
48.8,180.56,131.76,-112.24,-43.92,156.16,9.76,97.6,117.12,175.68,170.8,170.8
53.68,180.56,126.88,-117.12,-39.04,151.28,14.64,97.6,117.12,175.68,165.92,175.68
63.44,180.56,117.12,-122,-29.28,146.4,19.52,102.48,117.12,175.68,165.92,165.92
53.68,185.44,131.76,-117.12,-39.04,156.16,19.52,102.48,122,175.68,170.8,170.8
34.16,161.04,126.88,-97.6,-48.8,141.52,14.64,92.72,112.24,161.04,165.92,161.04
9.76,122,112.24,-63.44,-53.68,117.12,19.52,87.84,102.48,146.4,151.28,151.28
39.04,131.76,92.72,-82.96,-29.28,112.24,34.16,92.72,102.48,146.4,146.4,146.4
63.44,146.4,82.96,-102.48,-9.76,112.24,39.04,97.6,97.6,146.4,151.28,146.4
29.28,112.24,82.96,-68.32,-29.28,97.6,48.8,102.48,92.72,136.64,141.52,136.64
19.52,97.6,78.08,-58.56,-29.28,87.84,43.92,92.72,73.2,112.24,117.12,112.24
29.28,82.96,53.68,-53.68,-14.64,68.32,48.8,87.84,73.2,102.48,112.24,107.36
14.64,73.2,58.56,-43.92,-24.4,63.44,43.92,73.2,63.44,92.72,97.6,92.72
4.88,53.68,48.8,-29.28,-24.4,48.8,34.16,63.44,48.8,78.08,78.08,78.08
14.64,63.44,48.8,-39.04,-19.52,53.68,48.8,63.44,53.68,78.08,73.2,78.08
24.4,73.2,48.8,-48.8,-14.64,58.56,53.68,68.32,48.8,78.08,73.2,78.08
4.88,43.92,39.04,-24.4,-19.52,39.04,48.8,58.56,34.16,73.2,63.44,53.68
-4.88,19.52,24.4,-4.88,-14.64,19.52,43.92,43.92,24.4,53.68,43.92,43.92
4.88,24.4,19.52,-14.64,-9.76,19.52,43.92,43.92,19.52,39.04,34.16,34.16
19.52,34.16,14.64,-24.4,0,24.4,53.68,43.92,19.52,34.16,29.28,34.16
24.4,24.4,0,-24.4,9.76,9.76,53.68,43.92,4.88,24.4,14.64,19.52
0,-4.88,-4.88,4.88,0,-4.88,43.92,39.04,0,9.76,4.88,4.88
0,-9.76,-9.76,4.88,4.88,-9.76,43.92,24.4,-4.88,4.88,0,0
0,-4.88,-4.88,4.88,0,-4.88,48.8,29.28,-4.88,14.64,4.88,4.88
-9.76,-14.64,-4.88,14.64,-4.88,-9.76,39.04,24.4,-14.64,4.88,-4.88,-4.88
4.88,-9.76,-14.64,4.88,9.76,-14.64,48.8,29.28,-9.76,14.64,-4.88,4.88
9.76,-19.52,-29.28,4.88,19.52,-24.4,48.8,34.16,-4.88,14.64,0,0
-4.88,-29.28,-24.4,19.52,9.76,-29.28,48.8,24.4,-9.76,0,-9.76,-4.88
-14.64,-29.28,-14.64,24.4,0,-24.4,48.8,24.4,-14.64,-4.88,-14.64,-9.76
-9.76,-34.16,-24.4,24.4,4.88,-29.28,39.04,14.64,-24.4,-9.76,-19.52,-19.52
0,-34.16,-34.16,19.52,14.64,-34.16,43.92,19.52,-34.16,-14.64,-24.4,-24.4
-9.76,-39.04,-29.28,24.4,9.76,-34.16,39.04,19.52,-34.16,-24.4,-34.16,-29.28
-19.52,-53.68,-34.16,39.04,4.88,-43.92,34.16,14.64,-39.04,-34.16,-34.16,-29.28
-14.64,-58.56,-43.92,39.04,14.64,-53.68,34.16,14.64,-39.04,-19.52,-24.4,-29.28
-14.64,-63.44,-48.8,39.04,14.64,-58.56,24.4,4.88,-43.92,-19.52,-24.4,-29.28
-34.16,-63.44,-29.28,48.8,-4.88,-48.8,24.4,0,-43.92,-19.52,-19.52,-29.28
-29.28,-58.56,-29.28,43.92,0,-43.92,34.16,9.76,-39.04,-9.76,-9.76,-24.4
-24.4,-63.44,-39.04,43.92,4.88,-53.68,39.04,4.88,-43.92,-19.52,-19.52,-34.16
-9.76,-43.92,-34.16,29.28,9.76,-39.04,39.04,9.76,-39.04,-24.4,-24.4,-34.16
-9.76,-48.8,-39.04,29.28,14.64,-43.92,39.04,14.64,-43.92,-24.4,-29.28,-34.16
-29.28,-58.56,-29.28,43.92,0,-43.92,39.04,19.52,-53.68,-29.28,-34.16,-43.92
-14.64,-48.8,-34.16,34.16,9.76,-43.92,34.16,9.76,-58.56,-43.92,-39.04,-48.8
-29.28,-68.32,-39.04,48.8,4.88,-53.68,29.28,9.76,-58.56,-34.16,-34.16,-48.8
-4.88,-53.68,-48.8,29.28,19.52,-53.68,34.16,14.64,-53.68,-29.28,-29.28,-48.8
-14.64,-58.56,-43.92,39.04,14.64,-53.68,29.28,4.88,-63.44,-34.16,-34.16,-48.8
