I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-34.16,-195.2,-161.04,117.12,63.44,-180.56,97.6,48.8,43.92,0,43.92,63.44
-43.92,-209.84,-165.92,126.88,58.56,-190.32,82.96,39.04,39.04,-14.64,34.16,48.8
-68.32,-229.36,-161.04,151.28,43.92,-195.2,82.96,39.04,39.04,-9.76,39.04,53.68
-48.8,-200.08,-151.28,126.88,48.8,-175.68,87.84,48.8,48.8,0,48.8,73.2
-29.28,-204.96,-175.68,117.12,73.2,-190.32,82.96,43.92,48.8,0,48.8,73.2
-63.44,-229.36,-165.92,146.4,48.8,-200.08,78.08,39.04,39.04,-4.88,48.8,63.44
-34.16,-190.32,-156.16,112.24,58.56,-175.68,97.6,53.68,53.68,4.88,58.56,78.08
-9.76,-185.44,-175.68,97.6,82.96,-180.56,97.6,58.56,53.68,9.76,58.56,78.08
-4.88,-195.2,-190.32,102.48,92.72,-195.2,97.6,53.68,58.56,9.76,58.56,82.96
-29.28,-219.6,-190.32,126.88,78.08,-204.96,87.84,39.04,39.04,0,48.8,68.32
-19.52,-204.96,-185.44,112.24,82.96,-195.2,92.72,48.8,53.68,4.88,48.8,73.2
-19.52,-204.96,-185.44,112.24,82.96,-195.2,97.6,48.8,58.56,9.76,53.68,78.08
-14.64,-214.72,-200.08,117.12,92.72,-209.84,87.84,39.04,48.8,4.88,48.8,68.32
-48.8,-229.36,-180.56,141.52,63.44,-204.96,92.72,34.16,43.92,0,53.68,68.32
-58.56,-229.36,-170.8,146.4,53.68,-200.08,92.72,48.8,53.68,4.88,58.56,73.2
-43.92,-219.6,-175.68,131.76,63.44,-200.08,87.84,39.04,48.8,0,53.68,68.32
-34.16,-219.6,-185.44,126.88,73.2,-204.96,92.72,39.04,43.92,0,43.92,68.32
-34.16,-214.72,-180.56,126.88,73.2,-200.08,107.36,53.68,58.56,9.76,43.92,82.96
-19.52,-204.96,-185.44,112.24,82.96,-195.2,102.48,58.56,53.68,9.76,43.92,82.96
-14.64,-204.96,-190.32,112.24,87.84,-200.08,112.24,58.56,58.56,14.64,53.68,87.84
-9.76,-204.96,-195.2,107.36,92.72,-200.08,112.24,63.44,63.44,19.52,63.44,92.72
-43.92,-239.12,-195.2,141.52,73.2,-219.6,102.48,48.8,53.68,9.76,58.56,78.08
-34.16,-229.36,-195.2,131.76,78.08,-214.72,112.24,53.68,53.68,9.76,53.68,82.96
-48.8,-244,-195.2,146.4,73.2,-219.6,107.36,53.68,58.56,9.76,58.56,87.84
-58.56,-253.76,-195.2,156.16,68.32,-224.48,97.6,53.68,58.56,9.76,48.8,82.96
-39.04,-248.88,-209.84,146.4,82.96,-229.36,102.48,53.68,53.68,9.76,53.68,78.08
-9.76,-224.48,-214.72,117.12,102.48,-219.6,107.36,53.68,53.68,14.64,58.56,78.08
-19.52,-224.48,-204.96,122,92.72,-214.72,107.36,53.68,58.56,19.52,63.44,82.96
-43.92,-253.76,-209.84,151.28,82.96,-234.24,102.48,53.68,53.68,14.64,58.56,68.32
-48.8,-253.76,-204.96,151.28,78.08,-229.36,107.36,53.68,63.44,24.4,68.32,63.44
-39.04,-253.76,-214.72,146.4,87.84,-234.24,112.24,58.56,63.44,19.52,58.56,58.56
