I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
204.96,-53.68,-258.64,-73.2,229.36,-156.16,190.32,468.48,585.6,585.6,331.84,122
204.96,-58.56,-263.52,-73.2,234.24,-161.04,180.56,448.96,580.72,580.72,326.96,122
180.56,-92.72,-273.28,-43.92,224.48,-185.44,161.04,424.56,551.44,570.96,322.08,122
151.28,-112.24,-263.52,-19.52,204.96,-190.32,156.16,400.16,522.16,546.56,317.2,117.12
122,-136.64,-258.64,9.76,190.32,-200.08,146.4,380.64,502.64,522.16,297.68,102.48
126.88,-122,-248.88,0,185.44,-185.44,141.52,380.64,492.88,512.4,292.8,102.48
141.52,-92.72,-234.24,-24.4,185.44,-165.92,141.52,380.64,483.12,502.64,297.68,107.36
156.16,-73.2,-229.36,-39.04,190.32,-151.28,146.4,385.52,478.24,492.88,297.68,107.36
131.76,-92.72,-224.48,-19.52,175.68,-161.04,146.4,370.88,463.6,473.36,283.04,97.6
112.24,-102.48,-214.72,-4.88,161.04,-161.04,146.4,351.36,453.84,448.96,268.4,92.72
112.24,-102.48,-214.72,-4.88,161.04,-161.04,126.88,326.96,429.44,429.44,258.64,82.96
126.88,-82.96,-209.84,-19.52,165.92,-146.4,126.88,317.2,405.04,429.44,253.76,92.72
175.68,-53.68,-229.36,-58.56,200.08,-141.52,112.24,287.92,375.76,405.04,248.88,82.96
151.28,-73.2,-224.48,-39.04,185.44,-151.28,97.6,248.88,336.72,370.88,224.48,73.2
107.36,-58.56,-165.92,-24.4,136.64,-112.24,117.12,248.88,326.96,361.12,229.36,87.84
97.6,-48.8,-146.4,-24.4,122,-97.6,107.36,234.24,307.44,331.84,214.72,82.96
92.72,-39.04,-131.76,-24.4,112.24,-87.84,112.24,214.72,283.04,307.44,195.2,73.2
53.68,-34.16,-87.84,-9.76,68.32,-63.44,122,209.84,273.28,283.04,190.32,68.32
9.76,-58.56,-68.32,24.4,39.04,-63.44,126.88,195.2,263.52,278.16,180.56,68.32
19.52,-48.8,-68.32,14.64,43.92,-58.56,117.12,175.68,244,253.76,161.04,58.56
107.36,-39.04,-146.4,-34.16,126.88,-92.72,87.84,126.88,195.2,204.96,126.88,19.52
82.96,-39.04,-122,-19.52,102.48,-82.96,87.84,102.48,170.8,185.44,117.12,19.52
58.56,-43.92,-102.48,-4.88,78.08,-73.2,82.96,87.84,161.04,170.8,112.24,24.4
24.4,-34.16,-58.56,4.88,39.04,-48.8,82.96,73.2,141.52,151.28,107.36,19.52
9.76,-58.56,-68.32,24.4,39.04,-63.44,82.96,53.68,112.24,131.76,92.72,14.64
29.28,-43.92,-73.2,9.76,48.8,-58.56,78.08,43.92,102.48,107.36,78.08,4.88
53.68,-9.76,-63.44,-19.52,58.56,-39.04,78.08,48.8,102.48,102.48,82.96,14.64
14.64,-34.16,-48.8,9.76,29.28,-43.92,68.32,34.16,68.32,68.32,48.8,-9.76
-9.76,-63.44,-53.68,39.04,19.52,-58.56,58.56,9.76,53.68,43.92,19.52,-34.16
0,-43.92,-43.92,24.4,19.52,-43.92,53.68,9.76,43.92,39.04,14.64,-34.16
-29.28,-63.44,-34.16,48.8,0,-48.8,48.8,-4.88,34.16,24.4,9.76,-48.8
-68.32,-92.72,-24.4,82.96,-24.4,-58.56,39.04,-24.4,14.64,14.64,-4.88,-53.68
-48.8,-73.2,-24.4,63.44,-14.64,-48.8,34.16,-29.28,0,4.88,-4.88,-43.92
4.88,-19.52,-24.4,9.76,14.64,-24.4,58.56,-19.52,14.64,14.64,9.76,-29.28
9.76,-14.64,-24.4,4.88,14.64,-19.52,48.8,-34.16,0,4.88,4.88,-24.4
-4.88,-24.4,-19.52,14.64,4.88,-24.4,53.68,-39.04,-9.76,-14.64,-9.76,-39.04
-14.64,-29.28,-14.64,24.4,0,-24.4,43.92,-48.8,-24.4,-34.16,-24.4,-53.68
-34.16,-29.28,4.88,34.16,-19.52,-14.64,48.8,-43.92,-24.4,-39.04,-34.16,-68.32
-29.28,-29.28,0,29.28,-14.64,-14.64,53.68,-39.04,-14.64,-29.28,-39.04,-68.32
-53.68,-39.04,14.64,48.8,-34.16,-14.64,53.68,-39.04,-24.4,-39.04,-43.92,-73.2
-43.92,-48.8,-4.88,48.8,-19.52,-29.28,39.04,-53.68,-29.28,-43.92,-48.8,-73.2
-48.8,-63.44,-14.64,58.56,-19.52,-39.04,39.04,-68.32,-39.04,-58.56,-53.68,-87.84
-24.4,-34.16,-9.76,29.28,-9.76,-24.4,43.92,-63.44,-39.04,-43.92,-43.92,-68.32
-24.4,-24.4,0,24.4,-14.64,-14.64,43.92,-63.44,-34.16,-43.92,-39.04,-68.32
-29.28,-19.52,9.76,24.4,-19.52,-4.88,39.04,-63.44,-43.92,-48.8,-48.8,-68.32
-39.04,-29.28,9.76,34.16,-24.4,-9.76,39.04,-68.32,-48.8,-63.44,-58.56,-73.2
-68.32,-68.32,0,68.32,-34.16,-34.16,29.28,-73.2,-53.68,-78.08,-68.32,-78.08
-63.44,-68.32,-4.88,68.32,-29.28,-39.04,39.04,-63.44,-63.44,-82.96,-78.08,-82.96
-39.04,-53.68,-14.64,48.8,-14.64,-34.16,39.04,-58.56,-53.68,-73.2,-73.2,-82.96
-58.56,-53.68,4.88,58.56,-34.16,-24.4,34.16,-58.56,-39.04,-73.2,-68.32,-82.96
-14.64,-19.52,-4.88,19.52,-4.88,-14.64,58.56,-53.68,-24.4,-53.68,-58.56,-68.32
-9.76,-24.4,-14.64,19.52,0,-19.52,48.8,-53.68,-29.28,-53.68,-58.56,-73.2
-29.28,-34.16,-4.88,34.16,-14.64,-19.52,39.04,-63.44,-43.92,-53.68,-53.68,-63.44
-43.92,-39.04,4.88,43.92,-24.4,-19.52,39.04,-73.2,-58.56,-63.44,-53.68,-68.32
-34.16,-48.8,-14.64,43.92,-9.76,-34.16,39.04,-78.08,-58.56,-73.2,-68.32,-78.08
-34.16,-58.56,-24.4,48.8,-4.88,-43.92,34.16,-78.08,-58.56,-82.96,-68.32,-82.96
-58.56,-73.2,-14.64,68.32,-24.4,-43.92,43.92,-73.2,-58.56,-82.96,-73.2,-78.08
-53.68,-68.32,-14.64,63.44,-19.52,-43.92,43.92,-68.32,-58.56,-78.08,-68.32,-87.84
-19.52,-29.28,-9.76,24.4,-4.88,-19.52,48.8,-53.68,-48.8,-68.32,-68.32,-78.08
29.28,-14.64,-43.92,-4.88,34.16,-29.28,34.16,-53.68,-43.92,-73.2,-73.2,-82.96
9.76,-34.16,-43.92,14.64,24.4,-39.04,34.16,-63.44,-43.92,-78.08,-78.08,-92.72
-48.8,-43.92,4.88,48.8,-29.28,-19.52,43.92,-53.68,-34.16,-58.56,-58.56,-78.08
-68.32,-58.56,9.76,63.44,-39.04,-24.4,48.8,-48.8,-34.16,-48.8,-58.56,-78.08
-87.84,-73.2,14.64,82.96,-53.68,-29.28,43.92,-58.56,-43.92,-68.32,-58.56,-78.08
-82.96,-68.32,14.64,78.08,-48.8,-29.28,43.92,-63.44,-48.8,-68.32,-58.56,-78.08
