I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48.8,-73.2,-24.4,63.44,-14.64,-48.8,-4.88,-87.84,-97.6,-141.52,-24.4,-302.56
-14.64,-39.04,-24.4,29.28,4.88,-34.16,9.76,-78.08,-87.84,-136.64,-19.52,-292.8
53.68,-4.88,-58.56,-24.4,53.68,-34.16,4.88,-73.2,-82.96,-122,-9.76,-292.8
68.32,19.52,-48.8,-43.92,58.56,-14.64,4.88,-68.32,-68.32,-131.76,0,-307.44
48.8,14.64,-34.16,-29.28,39.04,-9.76,4.88,-73.2,-73.2,-146.4,-9.76,-322.08
39.04,-9.76,-48.8,-14.64,43.92,-29.28,-9.76,-78.08,-97.6,-156.16,-24.4,-317.2
34.16,-48.8,-82.96,9.76,58.56,-68.32,-19.52,-97.6,-131.76,-170.8,-34.16,-312.32
19.52,-43.92,-63.44,14.64,39.04,-53.68,-14.64,-107.36,-126.88,-146.4,-14.64,-302.56
14.64,-34.16,-48.8,9.76,29.28,-43.92,-9.76,-97.6,-107.36,-141.52,-14.64,-302.56
9.76,-29.28,-39.04,9.76,24.4,-34.16,-4.88,-102.48,-107.36,-151.28,-19.52,-312.32
43.92,-9.76,-53.68,-14.64,48.8,-34.16,0,-97.6,-102.48,-141.52,-9.76,-322.08
39.04,0,-39.04,-19.52,39.04,-19.52,0,-92.72,-102.48,-136.64,-9.76,-322.08
58.56,-14.64,-73.2,-19.52,63.44,-43.92,0,-97.6,-107.36,-151.28,-19.52,-317.2
73.2,-29.28,-102.48,-19.52,87.84,-68.32,-9.76,-107.36,-117.12,-151.28,-19.52,-331.84
58.56,-24.4,-82.96,-14.64,68.32,-53.68,-14.64,-97.6,-107.36,-141.52,-14.64,-317.2
19.52,-39.04,-58.56,9.76,39.04,-48.8,9.76,-73.2,-92.72,-131.76,-4.88,-307.44
58.56,-39.04,-97.6,-9.76,78.08,-68.32,-4.88,-92.72,-97.6,-146.4,-9.76,-312.32
29.28,-63.44,-92.72,19.52,58.56,-78.08,-14.64,-107.36,-112.24,-151.28,-14.64,-322.08
34.16,-53.68,-87.84,9.76,58.56,-73.2,-14.64,-107.36,-117.12,-156.16,-9.76,-331.84
39.04,-48.8,-87.84,4.88,63.44,-68.32,-4.88,-102.48,-122,-156.16,-14.64,-326.96
39.04,-48.8,-87.84,4.88,63.44,-68.32,0,-97.6,-112.24,-136.64,-9.76,-322.08
48.8,-48.8,-97.6,0,73.2,-73.2,-4.88,-102.48,-131.76,-141.52,-19.52,-336.72
-4.88,-58.56,-53.68,34.16,24.4,-58.56,-4.88,-112.24,-126.88,-146.4,-24.4,-336.72
-14.64,-63.44,-48.8,39.04,14.64,-58.56,0,-102.48,-112.24,-141.52,-14.64,-326.96
4.88,-48.8,-53.68,24.4,29.28,-53.68,-4.88,-107.36,-122,-161.04,-9.76,-322.08
34.16,-34.16,-68.32,0,48.8,-53.68,-4.88,-112.24,-126.88,-146.4,-9.76,-336.72
29.28,-39.04,-68.32,4.88,48.8,-53.68,-14.64,-112.24,-122,-141.52,-9.76,-341.6
19.52,-24.4,-43.92,4.88,29.28,-34.16,-14.64,-97.6,-122,-141.52,-4.88,-331.84
14.64,-39.04,-53.68,14.64,34.16,-48.8,-14.64,-97.6,-122,-151.28,-29.28,-331.84
24.4,-58.56,-82.96,19.52,53.68,-73.2,-19.52,-112.24,-141.52,-190.32,-53.68,-361.12
14.64,-68.32,-82.96,29.28,48.8,-78.08,-14.64,-107.36,-131.76,-180.56,-29.28,-346.48
19.52,-58.56,-78.08,19.52,48.8,-68.32,-19.52,-112.24,-146.4,-180.56,-24.4,-336.72
29.28,-58.56,-87.84,14.64,58.56,-73.2,-24.4,-126.88,-161.04,-185.44,-34.16,-341.6
39.04,-58.56,-97.6,9.76,68.32,-78.08,-39.04,-141.52,-165.92,-190.32,-48.8,-356.24
73.2,-43.92,-117.12,-14.64,92.72,-82.96,-34.16,-131.76,-151.28,-190.32,-39.04,-346.48
78.08,-53.68,-131.76,-9.76,102.48,-92.72,-34.16,-122,-156.16,-190.32,-39.04,-361.12
107.36,-29.28,-136.64,-39.04,122,-82.96,-29.28,-112.24,-141.52,-165.92,-29.28,-361.12
63.44,-9.76,-73.2,-24.4,68.32,-43.92,-9.76,-92.72,-117.12,-146.4,-14.64,-351.36
43.92,-34.16,-78.08,-4.88,58.56,-58.56,-9.76,-87.84,-117.12,-146.4,-14.64,-341.6
43.92,-48.8,-92.72,4.88,68.32,-73.2,-14.64,-112.24,-136.64,-165.92,-34.16,-346.48
-14.64,-73.2,-58.56,43.92,19.52,-68.32,-19.52,-122,-136.64,-165.92,-29.28,-346.48
-14.64,-53.68,-39.04,34.16,9.76,-48.8,-9.76,-112.24,-126.88,-161.04,-14.64,-336.72
-9.76,-58.56,-48.8,34.16,19.52,-53.68,-9.76,-107.36,-136.64,-156.16,-4.88,-326.96
-4.88,-63.44,-58.56,34.16,24.4,-63.44,-19.52,-126.88,-151.28,-180.56,-14.64,-351.36
24.4,-63.44,-87.84,19.52,53.68,-78.08,-19.52,-126.88,-146.4,-170.8,-9.76,-351.36
39.04,-53.68,-92.72,9.76,63.44,-73.2,-19.52,-122,-141.52,-170.8,-9.76,-356.24
0,-63.44,-63.44,34.16,29.28,-63.44,-29.28,-126.88,-146.4,-180.56,-24.4,-375.76
0,-68.32,-68.32,34.16,34.16,-68.32,-24.4,-122,-141.52,-180.56,-43.92,-380.64
43.92,-48.8,-92.72,4.88,68.32,-73.2,-19.52,-117.12,-146.4,-170.8,-43.92,-375.76
34.16,-63.44,-97.6,14.64,63.44,-82.96,-24.4,-117.12,-146.4,-180.56,-48.8,-380.64
-24.4,-82.96,-58.56,53.68,14.64,-73.2,-19.52,-117.12,-146.4,-175.68,-39.04,-380.64
-9.76,-78.08,-68.32,43.92,29.28,-73.2,-24.4,-122,-165.92,-180.56,-43.92,-395.28
14.64,-73.2,-87.84,29.28,48.8,-82.96,-34.16,-126.88,-165.92,-180.56,-34.16,-380.64
39.04,-43.92,-82.96,4.88,58.56,-63.44,-29.28,-122,-146.4,-180.56,-29.28,-370.88
19.52,-53.68,-73.2,19.52,43.92,-63.44,-29.28,-117.12,-141.52,-190.32,-39.04,-375.76
0,-48.8,-48.8,24.4,24.4,-48.8,-14.64,-102.48,-131.76,-170.8,-24.4,-366
9.76,-43.92,-53.68,19.52,29.28,-48.8,-14.64,-102.48,-141.52,-151.28,-29.28,-366
34.16,-34.16,-68.32,0,48.8,-53.68,-9.76,-107.36,-141.52,-161.04,-34.16,-375.76
73.2,-29.28,-102.48,-19.52,87.84,-68.32,-9.76,-97.6,-136.64,-165.92,-14.64,-370.88
39.04,-58.56,-97.6,9.76,68.32,-78.08,-24.4,-122,-156.16,-190.32,-39.04,-405.04
29.28,-73.2,-102.48,24.4,63.44,-87.84,-29.28,-126.88,-156.16,-185.44,-34.16,-414.8
48.8,-43.92,-92.72,0,68.32,-68.32,-19.52,-122,-146.4,-175.68,-24.4,-400.16
48.8,-43.92,-92.72,0,68.32,-68.32,-14.64,-112.24,-141.52,-180.56,-29.28,-405.04
19.52,-68.32,-87.84,24.4,53.68,-78.08,-24.4,-126.88,-151.28,-190.32,-58.56,-414.8
-4.88,-68.32,-63.44,39.04,29.28,-68.32,-29.28,-122,-151.28,-175.68,-48.8,-405.04
9.76,-48.8,-58.56,19.52,34.16,-53.68,-19.52,-117.12,-141.52,-165.92,-34.16,-395.28
24.4,-48.8,-73.2,14.64,48.8,-63.44,-29.28,-112.24,-146.4,-175.68,-39.04,-409.92
9.76,-58.56,-68.32,24.4,39.04,-63.44,-29.28,-112.24,-141.52,-175.68,-43.92,-414.8
0,-63.44,-63.44,34.16,29.28,-63.44,-19.52,-117.12,-151.28,-180.56,-39.04,-414.8
24.4,-43.92,-68.32,9.76,43.92,-58.56,-24.4,-126.88,-165.92,-204.96,-48.8,-424.56
29.28,-58.56,-87.84,14.64,58.56,-73.2,-19.52,-117.12,-170.8,-200.08,-48.8,-409.92
34.16,-87.84,-122,29.28,78.08,-107.36,-14.64,-117.12,-170.8,-204.96,-43.92,-390.4
48.8,-63.44,-112.24,9.76,78.08,-87.84,-9.76,-107.36,-156.16,-180.56,-29.28,-395.28
19.52,-53.68,-73.2,19.52,43.92,-63.44,-14.64,-107.36,-146.4,-175.68,-34.16,-429.44
-9.76,-58.56,-48.8,34.16,19.52,-53.68,-14.64,-107.36,-141.52,-170.8,-34.16,-453.84
-9.76,-78.08,-68.32,43.92,29.28,-73.2,-14.64,-112.24,-146.4,-170.8,-43.92,-468.48
0,-73.2,-73.2,39.04,34.16,-73.2,-9.76,-102.48,-141.52,-165.92,-43.92,-444.08
0,-87.84,-87.84,43.92,43.92,-87.84,-9.76,-107.36,-151.28,-180.56,-43.92,-429.44
14.64,-78.08,-92.72,34.16,53.68,-87.84,-19.52,-102.48,-161.04,-185.44,-39.04,-419.68
14.64,-68.32,-82.96,29.28,48.8,-78.08,-19.52,-92.72,-151.28,-185.44,-39.04,-419.68
4.88,-73.2,-78.08,34.16,39.04,-78.08,-19.52,-97.6,-146.4,-175.68,-48.8,-429.44
29.28,-53.68,-82.96,14.64,53.68,-68.32,-19.52,-102.48,-146.4,-180.56,-48.8,-429.44
53.68,-48.8,-102.48,0,78.08,-78.08,-34.16,-102.48,-156.16,-185.44,-63.44,-439.2
48.8,-63.44,-112.24,9.76,78.08,-87.84,-34.16,-102.48,-151.28,-190.32,-58.56,-439.2
34.16,-53.68,-87.84,9.76,58.56,-73.2,-29.28,-102.48,-161.04,-180.56,-53.68,-448.96
14.64,-63.44,-78.08,24.4,43.92,-73.2,-19.52,-112.24,-170.8,-185.44,-39.04,-439.2
-9.76,-82.96,-73.2,48.8,29.28,-78.08,-34.16,-112.24,-170.8,-185.44,-43.92,-448.96
19.52,-58.56,-78.08,19.52,48.8,-68.32,-34.16,-117.12,-165.92,-190.32,-53.68,-458.72
34.16,-73.2,-107.36,19.52,68.32,-92.72,-39.04,-122,-180.56,-200.08,-73.2,-473.36
24.4,-92.72,-117.12,34.16,68.32,-107.36,-34.16,-112.24,-170.8,-204.96,-73.2,-473.36
39.04,-63.44,-102.48,14.64,68.32,-82.96,-19.52,-107.36,-161.04,-195.2,-58.56,-458.72
9.76,-73.2,-82.96,34.16,43.92,-78.08,-19.52,-107.36,-161.04,-195.2,-63.44,-458.72
14.64,-97.6,-112.24,43.92,63.44,-107.36,-24.4,-107.36,-165.92,-190.32,-58.56,-458.72
