I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-146.4,-165.92,-19.52,156.16,-63.44,-92.72,224.48,341.6,29.28,-78.08,-488,-214.72
-146.4,-165.92,-19.52,156.16,-63.44,-92.72,224.48,341.6,29.28,-78.08,-488,-214.72
-146.4,-165.92,-19.52,156.16,-63.44,-92.72,224.48,341.6,29.28,-78.08,-488,-214.72
-146.4,-165.92,-19.52,156.16,-63.44,-92.72,224.48,341.6,29.28,-78.08,-488,-214.72
-151.28,-156.16,-4.88,156.16,-73.2,-82.96,234.24,341.6,14.64,-87.84,-507.52,-224.48
-156.16,-156.16,0,156.16,-78.08,-78.08,234.24,341.6,9.76,-97.6,-517.28,-234.24
-161.04,-156.16,4.88,161.04,-82.96,-78.08,234.24,341.6,4.88,-107.36,-527.04,-244
-165.92,-156.16,9.76,161.04,-87.84,-73.2,234.24,341.6,0,-117.12,-536.8,-253.76
-185.44,-156.16,29.28,170.8,-107.36,-63.44,239.12,336.72,-14.64,-141.52,-551.44,-268.4
-195.2,-156.16,39.04,175.68,-117.12,-58.56,244,331.84,-19.52,-156.16,-566.08,-273.28
-204.96,-156.16,48.8,180.56,-126.88,-53.68,248.88,326.96,-24.4,-170.8,-580.72,-278.16
-214.72,-156.16,58.56,185.44,-136.64,-48.8,253.76,322.08,-29.28,-185.44,-595.36,-283.04
-219.6,-146.4,73.2,185.44,-146.4,-39.04,244,312.32,-43.92,-204.96,-605.12,-287.92
-224.48,-146.4,78.08,185.44,-151.28,-34.16,244,312.32,-48.8,-214.72,-614.88,-292.8
-229.36,-146.4,82.96,190.32,-156.16,-34.16,244,312.32,-53.68,-224.48,-624.64,-297.68
-234.24,-146.4,87.84,190.32,-161.04,-29.28,244,312.32,-58.56,-234.24,-634.4,-302.56
-239.12,-131.76,107.36,185.44,-175.68,-14.64,239.12,297.68,-68.32,-239.12,-639.28,-302.56
-244,-126.88,117.12,185.44,-180.56,-4.88,234.24,292.8,-68.32,-244,-644.16,-302.56
-248.88,-122,126.88,185.44,-190.32,0,229.36,287.92,-68.32,-248.88,-649.04,-302.56
-253.76,-117.12,136.64,185.44,-195.2,9.76,224.48,283.04,-68.32,-253.76,-653.92,-302.56
-263.52,-112.24,151.28,190.32,-209.84,19.52,214.72,278.16,-78.08,-253.76,-644.16,-292.8
-263.52,-107.36,156.16,185.44,-209.84,24.4,204.96,273.28,-78.08,-253.76,-644.16,-292.8
-263.52,-102.48,161.04,185.44,-214.72,29.28,195.2,268.4,-78.08,-253.76,-644.16,-292.8
-263.52,-97.6,165.92,180.56,-214.72,34.16,185.44,263.52,-78.08,-253.76,-644.16,-292.8
