I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
29.28,82.96,53.68,-53.68,-14.64,68.32,39.04,195.2,117.12,68.32,68.32,43.92
24.4,92.72,68.32,-58.56,-24.4,78.08,29.28,185.44,97.6,63.44,53.68,29.28
39.04,87.84,48.8,-63.44,-4.88,68.32,29.28,180.56,92.72,63.44,53.68,29.28
43.92,78.08,34.16,-58.56,4.88,53.68,29.28,170.8,92.72,58.56,48.8,29.28
24.4,29.28,4.88,-24.4,9.76,14.64,24.4,161.04,82.96,68.32,48.8,29.28
24.4,24.4,0,-24.4,9.76,9.76,39.04,165.92,92.72,78.08,63.44,39.04
19.52,58.56,39.04,-39.04,-9.76,48.8,34.16,170.8,92.72,78.08,63.44,39.04
24.4,78.08,53.68,-48.8,-14.64,63.44,39.04,170.8,82.96,78.08,63.44,39.04
19.52,73.2,53.68,-43.92,-19.52,63.44,48.8,175.68,82.96,78.08,63.44,43.92
14.64,68.32,53.68,-39.04,-19.52,58.56,58.56,180.56,82.96,73.2,58.56,48.8
14.64,87.84,73.2,-48.8,-29.28,78.08,58.56,165.92,73.2,68.32,53.68,39.04
4.88,68.32,63.44,-34.16,-29.28,63.44,58.56,151.28,63.44,58.56,43.92,24.4
4.88,63.44,58.56,-34.16,-29.28,58.56,48.8,136.64,53.68,53.68,39.04,19.52
14.64,68.32,53.68,-39.04,-19.52,58.56,53.68,136.64,63.44,63.44,43.92,24.4
14.64,82.96,68.32,-48.8,-29.28,73.2,48.8,122,43.92,43.92,34.16,14.64
19.52,58.56,39.04,-39.04,-9.76,48.8,43.92,112.24,29.28,39.04,24.4,4.88
9.76,24.4,14.64,-14.64,-4.88,19.52,53.68,122,34.16,43.92,29.28,9.76
14.64,9.76,-4.88,-9.76,9.76,0,43.92,102.48,14.64,29.28,9.76,-4.88
4.88,9.76,4.88,-4.88,0,4.88,48.8,102.48,19.52,29.28,9.76,-4.88
-14.64,19.52,34.16,0,-24.4,24.4,48.8,92.72,24.4,34.16,14.64,-4.88
-4.88,24.4,29.28,-9.76,-19.52,24.4,43.92,82.96,24.4,29.28,4.88,-4.88
29.28,43.92,14.64,-34.16,4.88,29.28,48.8,73.2,19.52,29.28,4.88,-4.88
19.52,24.4,4.88,-19.52,4.88,14.64,43.92,63.44,24.4,29.28,14.64,-4.88
9.76,9.76,0,-9.76,4.88,4.88,48.8,53.68,4.88,14.64,0,-14.64
-14.64,4.88,19.52,4.88,-19.52,9.76,43.92,53.68,-9.76,9.76,-4.88,-14.64
-34.16,-9.76,24.4,24.4,-29.28,4.88,34.16,39.04,-24.4,0,-9.76,-24.4
-29.28,4.88,34.16,14.64,-34.16,19.52,24.4,29.28,-43.92,-9.76,-24.4,-34.16
-14.64,19.52,34.16,0,-24.4,24.4,34.16,29.28,-34.16,0,-19.52,-29.28
0,14.64,14.64,-4.88,-9.76,14.64,39.04,24.4,-29.28,0,-14.64,-19.52
9.76,9.76,0,-9.76,4.88,4.88,29.28,9.76,-39.04,-4.88,-19.52,-24.4
-19.52,9.76,29.28,4.88,-24.4,19.52,29.28,4.88,-43.92,0,-24.4,-24.4
-19.52,9.76,29.28,4.88,-24.4,19.52,34.16,4.88,-43.92,-9.76,-24.4,-24.4
4.88,24.4,19.52,-14.64,-9.76,19.52,39.04,4.88,-39.04,-4.88,-19.52,-19.52
-14.64,-9.76,4.88,14.64,-9.76,-4.88,34.16,4.88,-48.8,-19.52,-34.16,-29.28
-29.28,-29.28,0,29.28,-14.64,-14.64,34.16,0,-53.68,-24.4,-34.16,-34.16
-34.16,-29.28,4.88,34.16,-19.52,-14.64,19.52,-9.76,-73.2,-29.28,-43.92,-48.8
-34.16,-34.16,0,34.16,-19.52,-19.52,19.52,-14.64,-78.08,-34.16,-48.8,-48.8
-29.28,-29.28,0,29.28,-14.64,-14.64,14.64,-19.52,-82.96,-24.4,-39.04,-39.04
-43.92,-34.16,9.76,39.04,-29.28,-14.64,4.88,-29.28,-97.6,-34.16,-48.8,-53.68
-29.28,-19.52,9.76,24.4,-19.52,-4.88,9.76,-29.28,-102.48,-34.16,-48.8,-58.56
4.88,0,-4.88,0,4.88,-4.88,19.52,-14.64,-102.48,-19.52,-34.16,-48.8
-14.64,-39.04,-24.4,29.28,4.88,-34.16,14.64,-14.64,-112.24,-34.16,-43.92,-53.68
-24.4,-39.04,-14.64,34.16,-4.88,-29.28,24.4,-4.88,-112.24,-29.28,-43.92,-48.8
-39.04,-34.16,4.88,39.04,-24.4,-14.64,39.04,0,-107.36,-24.4,-34.16,-39.04
-24.4,-4.88,19.52,14.64,-24.4,4.88,29.28,-9.76,-122,-29.28,-39.04,-48.8
-4.88,14.64,19.52,-4.88,-14.64,14.64,29.28,-19.52,-126.88,-29.28,-39.04,-43.92
0,-19.52,-19.52,9.76,9.76,-19.52,19.52,-34.16,-146.4,-39.04,-53.68,-58.56
-24.4,-29.28,-4.88,29.28,-9.76,-19.52,24.4,-29.28,-141.52,-34.16,-48.8,-48.8
-43.92,-39.04,4.88,43.92,-24.4,-19.52,19.52,-24.4,-136.64,-29.28,-43.92,-48.8
-63.44,-58.56,4.88,63.44,-34.16,-29.28,19.52,-14.64,-146.4,-34.16,-48.8,-53.68
-58.56,-63.44,-4.88,63.44,-29.28,-34.16,19.52,-14.64,-151.28,-34.16,-48.8,-53.68
-43.92,-43.92,0,43.92,-24.4,-24.4,14.64,-14.64,-151.28,-43.92,-58.56,-53.68
-29.28,-14.64,14.64,24.4,-24.4,0,19.52,-9.76,-136.64,-39.04,-48.8,-48.8
-29.28,14.64,43.92,9.76,-39.04,29.28,19.52,-9.76,-126.88,-34.16,-48.8,-48.8
-43.92,-19.52,24.4,34.16,-34.16,0,19.52,-14.64,-122,-34.16,-43.92,-43.92
-34.16,-43.92,-9.76,39.04,-14.64,-29.28,19.52,-14.64,-117.12,-29.28,-43.92,-43.92
-29.28,-43.92,-14.64,39.04,-9.76,-29.28,24.4,-9.76,-117.12,-29.28,-43.92,-39.04
-24.4,-39.04,-14.64,34.16,-4.88,-29.28,34.16,-4.88,-122,-29.28,-39.04,-39.04
-29.28,-29.28,0,29.28,-14.64,-14.64,29.28,-9.76,-131.76,-34.16,-48.8,-43.92
-34.16,-29.28,4.88,34.16,-19.52,-14.64,24.4,-4.88,-131.76,-34.16,-48.8,-43.92
-58.56,-39.04,19.52,48.8,-39.04,-9.76,39.04,0,-136.64,-24.4,-39.04,-43.92
-53.68,-39.04,14.64,48.8,-34.16,-14.64,34.16,-9.76,-141.52,-29.28,-43.92,-43.92
-48.8,-48.8,0,48.8,-24.4,-24.4,19.52,-9.76,-136.64,-24.4,-43.92,-43.92
-48.8,-39.04,9.76,43.92,-29.28,-14.64,14.64,-14.64,-141.52,-39.04,-53.68,-43.92
-48.8,-24.4,24.4,39.04,-39.04,0,14.64,-14.64,-131.76,-43.92,-53.68,-43.92
-43.92,-19.52,24.4,34.16,-34.16,0,9.76,-19.52,-141.52,-43.92,-58.56,-48.8
