I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-48.8,-53.68,-4.88,53.68,-24.4,-29.28,9.76,4.88,-146.4,-136.64,-126.88,-29.28
-48.8,-63.44,-14.64,58.56,-19.52,-39.04,14.64,4.88,-141.52,-131.76,-122,-29.28
-34.16,-53.68,-19.52,43.92,-9.76,-39.04,24.4,24.4,-122,-126.88,-122,-24.4
-24.4,-43.92,-19.52,34.16,-4.88,-34.16,29.28,29.28,-122,-122,-112.24,-19.52
-14.64,-43.92,-29.28,29.28,4.88,-39.04,29.28,29.28,-117.12,-122,-112.24,-19.52
-4.88,-34.16,-29.28,19.52,9.76,-34.16,29.28,39.04,-107.36,-117.12,-112.24,-9.76
-4.88,-39.04,-34.16,24.4,14.64,-39.04,39.04,43.92,-107.36,-112.24,-102.48,-4.88
-14.64,-48.8,-34.16,34.16,9.76,-43.92,39.04,34.16,-112.24,-112.24,-102.48,-4.88
-14.64,-39.04,-24.4,29.28,4.88,-34.16,43.92,34.16,-107.36,-112.24,-92.72,4.88
-24.4,-43.92,-19.52,34.16,-4.88,-34.16,48.8,39.04,-107.36,-112.24,-92.72,-4.88
-19.52,-43.92,-24.4,34.16,0,-34.16,58.56,43.92,-102.48,-112.24,-92.72,0
-14.64,-48.8,-34.16,34.16,9.76,-43.92,73.2,53.68,-102.48,-97.6,-82.96,0
-9.76,-53.68,-43.92,34.16,14.64,-48.8,73.2,68.32,-92.72,-97.6,-82.96,-4.88
0,-53.68,-53.68,29.28,24.4,-53.68,73.2,82.96,-82.96,-87.84,-78.08,0
-4.88,-68.32,-63.44,39.04,29.28,-68.32,53.68,82.96,-78.08,-82.96,-73.2,9.76
0,-53.68,-53.68,29.28,24.4,-53.68,58.56,82.96,-68.32,-73.2,-78.08,0
14.64,-34.16,-48.8,9.76,29.28,-43.92,58.56,97.6,-63.44,-63.44,-68.32,9.76
19.52,-14.64,-34.16,0,24.4,-24.4,58.56,107.36,-53.68,-53.68,-58.56,24.4
29.28,14.64,-14.64,-19.52,19.52,0,68.32,122,-29.28,-34.16,-39.04,43.92
29.28,19.52,-9.76,-24.4,19.52,4.88,68.32,122,-24.4,-39.04,-39.04,39.04
24.4,4.88,-19.52,-14.64,19.52,-9.76,63.44,112.24,-39.04,-43.92,-43.92,34.16
9.76,-14.64,-24.4,4.88,14.64,-19.52,48.8,102.48,-48.8,-53.68,-48.8,34.16
-4.88,-39.04,-34.16,24.4,14.64,-39.04,39.04,92.72,-58.56,-58.56,-53.68,29.28
0,-43.92,-43.92,24.4,19.52,-43.92,19.52,82.96,-68.32,-63.44,-58.56,19.52
-4.88,-58.56,-53.68,34.16,24.4,-58.56,14.64,73.2,-78.08,-63.44,-48.8,29.28
14.64,-48.8,-63.44,19.52,39.04,-58.56,-4.88,63.44,-82.96,-63.44,-53.68,29.28
29.28,-19.52,-48.8,-4.88,39.04,-34.16,-14.64,39.04,-102.48,-73.2,-63.44,14.64
24.4,-39.04,-63.44,9.76,43.92,-53.68,-19.52,29.28,-112.24,-92.72,-73.2,9.76
4.88,-58.56,-63.44,29.28,34.16,-63.44,-24.4,14.64,-126.88,-107.36,-87.84,0
14.64,-58.56,-73.2,24.4,43.92,-68.32,-19.52,19.52,-122,-107.36,-97.6,-4.88
9.76,-63.44,-73.2,29.28,39.04,-68.32,-19.52,14.64,-126.88,-112.24,-97.6,-4.88
14.64,-68.32,-82.96,29.28,48.8,-78.08,-19.52,9.76,-131.76,-112.24,-92.72,0
9.76,-87.84,-97.6,39.04,53.68,-92.72,-19.52,4.88,-131.76,-122,-87.84,-9.76
-19.52,-102.48,-82.96,63.44,29.28,-92.72,-19.52,0,-141.52,-126.88,-102.48,-19.52
-24.4,-97.6,-73.2,63.44,24.4,-87.84,-19.52,-4.88,-146.4,-126.88,-107.36,-14.64
-19.52,-87.84,-68.32,53.68,24.4,-78.08,-9.76,0,-131.76,-122,-107.36,-9.76
-4.88,-78.08,-73.2,43.92,34.16,-78.08,-9.76,-4.88,-136.64,-122,-107.36,-14.64
-9.76,-82.96,-73.2,48.8,29.28,-78.08,-14.64,-4.88,-141.52,-131.76,-107.36,-14.64
-29.28,-87.84,-58.56,58.56,14.64,-73.2,-24.4,-19.52,-161.04,-141.52,-112.24,-14.64
-29.28,-82.96,-53.68,58.56,9.76,-68.32,-24.4,-19.52,-161.04,-141.52,-117.12,-19.52
-24.4,-73.2,-48.8,48.8,9.76,-63.44,-9.76,-9.76,-151.28,-131.76,-107.36,-19.52
-29.28,-78.08,-48.8,53.68,9.76,-63.44,0,-4.88,-146.4,-136.64,-117.12,-24.4
-34.16,-78.08,-43.92,58.56,4.88,-63.44,4.88,-4.88,-146.4,-131.76,-122,-24.4
-43.92,-87.84,-43.92,68.32,0,-68.32,4.88,-9.76,-161.04,-141.52,-122,-29.28
-58.56,-102.48,-43.92,82.96,-9.76,-73.2,0,-24.4,-170.8,-151.28,-126.88,-34.16
-58.56,-112.24,-53.68,87.84,-4.88,-82.96,-4.88,-19.52,-165.92,-151.28,-131.76,-34.16
-39.04,-87.84,-48.8,63.44,4.88,-68.32,0,-24.4,-170.8,-151.28,-136.64,-39.04
-39.04,-87.84,-48.8,63.44,4.88,-68.32,0,-24.4,-161.04,-146.4,-126.88,-34.16
-43.92,-92.72,-48.8,68.32,0,-73.2,-4.88,-34.16,-161.04,-151.28,-131.76,-39.04
-73.2,-117.12,-43.92,97.6,-14.64,-82.96,-9.76,-34.16,-170.8,-156.16,-146.4,-53.68
-73.2,-112.24,-39.04,92.72,-19.52,-78.08,-9.76,-29.28,-170.8,-161.04,-146.4,-53.68
-63.44,-112.24,-48.8,87.84,-9.76,-82.96,-4.88,-34.16,-170.8,-165.92,-146.4,-58.56
-68.32,-112.24,-43.92,92.72,-14.64,-78.08,-4.88,-29.28,-170.8,-161.04,-151.28,-58.56
-68.32,-112.24,-43.92,92.72,-14.64,-78.08,0,-29.28,-175.68,-161.04,-146.4,-53.68
-58.56,-102.48,-43.92,82.96,-9.76,-73.2,0,-29.28,-175.68,-161.04,-146.4,-53.68
-43.92,-97.6,-53.68,73.2,4.88,-78.08,4.88,-24.4,-165.92,-151.28,-141.52,-48.8
-63.44,-97.6,-34.16,82.96,-14.64,-68.32,9.76,-34.16,-175.68,-156.16,-136.64,-53.68
-63.44,-92.72,-29.28,78.08,-19.52,-63.44,9.76,-29.28,-170.8,-151.28,-131.76,-48.8
-48.8,-78.08,-29.28,63.44,-9.76,-53.68,4.88,-29.28,-165.92,-156.16,-126.88,-43.92
-63.44,-82.96,-19.52,73.2,-24.4,-53.68,0,-34.16,-175.68,-161.04,-141.52,-53.68
-78.08,-97.6,-19.52,87.84,-29.28,-58.56,4.88,-39.04,-180.56,-161.04,-146.4,-58.56
-73.2,-97.6,-24.4,87.84,-24.4,-63.44,9.76,-34.16,-170.8,-161.04,-146.4,-58.56
-78.08,-107.36,-29.28,92.72,-24.4,-68.32,9.76,-34.16,-165.92,-165.92,-151.28,-73.2
-92.72,-107.36,-14.64,102.48,-39.04,-63.44,19.52,-24.4,-151.28,-146.4,-151.28,-68.32
-78.08,-97.6,-19.52,87.84,-29.28,-58.56,24.4,-29.28,-161.04,-146.4,-146.4,-68.32
-82.96,-102.48,-19.52,92.72,-34.16,-63.44,29.28,-19.52,-156.16,-136.64,-146.4,-68.32
-82.96,-92.72,-9.76,87.84,-39.04,-53.68,34.16,-14.64,-151.28,-131.76,-131.76,-48.8
-92.72,-97.6,-4.88,97.6,-43.92,-53.68,34.16,-19.52,-146.4,-136.64,-126.88,-48.8
-92.72,-92.72,0,92.72,-48.8,-48.8,29.28,-29.28,-156.16,-141.52,-122,-48.8
-78.08,-68.32,9.76,73.2,-43.92,-29.28,43.92,-4.88,-141.52,-131.76,-126.88,-43.92
-73.2,-58.56,14.64,68.32,-43.92,-24.4,48.8,9.76,-122,-122,-117.12,-39.04
-58.56,-43.92,14.64,53.68,-39.04,-14.64,58.56,29.28,-97.6,-97.6,-107.36,-34.16
-58.56,-34.16,24.4,48.8,-43.92,-4.88,58.56,29.28,-87.84,-92.72,-107.36,-39.04
-82.96,-43.92,39.04,63.44,-63.44,-4.88,87.84,53.68,-73.2,-82.96,-107.36,-34.16
-78.08,-29.28,48.8,53.68,-63.44,9.76,122,92.72,-43.92,-78.08,-107.36,-39.04
-92.72,-24.4,68.32,58.56,-82.96,19.52,175.68,165.92,4.88,-63.44,-112.24,-48.8
-107.36,-24.4,82.96,68.32,-97.6,29.28,219.6,248.88,53.68,-48.8,-117.12,-58.56
-92.72,-9.76,82.96,53.68,-87.84,34.16,268.4,356.24,122,-34.16,-117.12,-58.56
-82.96,19.52,102.48,34.16,-92.72,58.56,312.32,468.48,214.72,24.4,-92.72,-63.44
-68.32,63.44,131.76,4.88,-102.48,97.6,326.96,566.08,341.6,126.88,-34.16,-34.16
-19.52,112.24,131.76,-43.92,-78.08,122,312.32,688.08,527.04,292.8,73.2,29.28
43.92,190.32,146.4,-117.12,-53.68,165.92,268.4,854,780.8,536.8,234.24,141.52
122,283.04,161.04,-200.08,-19.52,219.6,204.96,1024.8,1058.96,829.6,424.56,268.4
224.48,380.64,156.16,-302.56,34.16,268.4,126.88,1180.96,1376.16,1176.08,649.04,424.56
341.6,492.88,151.28,-414.8,92.72,322.08,24.4,1254.16,1678.72,1566.48,932.08,619.76
444.08,658.8,214.72,-551.44,112.24,434.32,-117.12,1166.32,1898.32,1981.28,1263.92,844.24
541.68,819.84,278.16,-678.32,131.76,546.56,-229.36,1015.04,2074,2396.08,1595.76,1093.12
629.52,1015.04,385.52,-819.84,122,697.84,-326.96,922.32,2303.36,2815.76,1932.48,1342
692.96,1200.48,507.52,-946.72,92.72,854,-375.76,893.04,2576.64,3225.68,2244.8,1571.36
722.24,1351.76,629.52,-1034.56,43.92,990.64,-385.52,824.72,2752.32,3518.48,2488.8,1751.92
766.16,1420.08,653.92,-1093.12,53.68,1034.56,-512.4,668.56,2781.6,3586.8,2605.92,1864.16
756.4,1390.8,634.4,-1073.6,58.56,1010.16,-634.4,429.44,2557.12,3264.72,2508.32,1854.4
673.44,1346.88,673.44,-1010.16,0,1010.16,-683.2,34.16,2020.32,2601.04,2225.28,1737.28
551.44,1302.96,751.52,-927.2,-102.48,1024.8,-697.84,-561.2,1273.68,1883.68,1888.56,1610.4
409.92,1298.08,888.16,-854,-239.12,1093.12,-717.36,-1195.6,385.52,1200.48,1586,1488.4
297.68,1210.24,912.56,-751.52,-307.44,1058.96,-741.76,-1615.28,-444.08,512.4,1195.6,1273.68
190.32,1049.2,858.88,-619.76,-336.72,951.6,-732,-1815.36,-1000.4,34.16,849.12,1044.32
68.32,878.4,810.08,-473.36,-370.88,844.24,-580.72,-1820.24,-1239.52,-204.96,600.24,844.24
14.64,751.52,736.88,-380.64,-361.12,741.76,-531.92,-1668.96,-1190.72,-312.32,390.4,658.8
4.88,629.52,624.64,-317.2,-312.32,624.64,-653.92,-1527.44,-1107.76,-366,229.36,502.64
-4.88,448.96,453.84,-219.6,-229.36,448.96,-697.84,-1283.44,-951.6,-375.76,126.88,375.76
-19.52,258.64,278.16,-117.12,-151.28,268.4,-619.76,-1024.8,-775.92,-356.24,39.04,253.76
-29.28,122,151.28,-43.92,-92.72,136.64,-527.04,-824.72,-634.4,-336.72,-24.4,161.04
-19.52,82.96,102.48,-29.28,-63.44,92.72,-439.2,-678.32,-531.92,-292.8,-39.04,126.88
-9.76,73.2,82.96,-29.28,-48.8,78.08,-341.6,-541.68,-434.32,-248.88,-29.28,117.12
4.88,68.32,63.44,-34.16,-29.28,63.44,-253.76,-424.56,-346.48,-200.08,-34.16,102.48
4.88,58.56,53.68,-29.28,-24.4,53.68,-170.8,-307.44,-258.64,-146.4,-14.64,102.48
-19.52,29.28,48.8,-4.88,-34.16,39.04,-112.24,-204.96,-195.2,-112.24,-4.88,97.6
-34.16,4.88,39.04,14.64,-39.04,19.52,-63.44,-151.28,-151.28,-117.12,-24.4,73.2
-29.28,0,29.28,14.64,-29.28,14.64,-34.16,-102.48,-126.88,-107.36,-43.92,58.56
-34.16,-14.64,19.52,24.4,-29.28,0,-4.88,-68.32,-102.48,-102.48,-48.8,34.16
-34.16,-14.64,19.52,24.4,-29.28,0,9.76,-53.68,-97.6,-102.48,-58.56,19.52
-34.16,-19.52,14.64,29.28,-24.4,-4.88,9.76,-48.8,-97.6,-117.12,-68.32,0
-34.16,-19.52,14.64,29.28,-24.4,-4.88,24.4,-53.68,-102.48,-117.12,-82.96,-14.64
-29.28,-9.76,19.52,19.52,-24.4,4.88,43.92,-24.4,-92.72,-117.12,-78.08,-4.88
-29.28,-4.88,24.4,19.52,-29.28,9.76,48.8,-14.64,-82.96,-107.36,-78.08,-4.88
-19.52,-9.76,9.76,14.64,-14.64,0,43.92,-14.64,-87.84,-117.12,-87.84,-19.52
-14.64,0,14.64,9.76,-14.64,4.88,53.68,0,-87.84,-117.12,-87.84,-9.76
-24.4,-14.64,9.76,19.52,-19.52,-4.88,58.56,9.76,-82.96,-126.88,-92.72,-9.76
-39.04,-24.4,14.64,34.16,-29.28,-4.88,53.68,9.76,-78.08,-126.88,-107.36,-24.4
-48.8,-48.8,0,48.8,-24.4,-24.4,58.56,24.4,-73.2,-126.88,-102.48,-29.28
-48.8,-58.56,-9.76,53.68,-19.52,-34.16,73.2,34.16,-68.32,-126.88,-112.24,-34.16
-48.8,-63.44,-14.64,58.56,-19.52,-39.04,82.96,39.04,-48.8,-112.24,-102.48,-34.16
