I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-68.32,-117.12,-48.8,92.72,-9.76,-82.96,29.28,-39.04,175.68,-87.84,-126.88,-146.4
-68.32,-122,-53.68,97.6,-9.76,-87.84,29.28,-39.04,175.68,-87.84,-126.88,-146.4
-68.32,-122,-53.68,97.6,-9.76,-87.84,29.28,-39.04,170.8,-87.84,-126.88,-146.4
-68.32,-117.12,-48.8,92.72,-9.76,-82.96,29.28,-39.04,170.8,-92.72,-126.88,-146.4
-68.32,-107.36,-39.04,87.84,-14.64,-73.2,43.92,-48.8,165.92,-102.48,-126.88,-146.4
-68.32,-107.36,-39.04,87.84,-14.64,-73.2,48.8,-48.8,165.92,-102.48,-126.88,-151.28
-68.32,-112.24,-43.92,92.72,-14.64,-78.08,48.8,-48.8,170.8,-102.48,-126.88,-151.28
-68.32,-112.24,-43.92,92.72,-14.64,-78.08,48.8,-48.8,170.8,-102.48,-122,-151.28
-78.08,-102.48,-24.4,92.72,-29.28,-63.44,58.56,-53.68,175.68,-97.6,-131.76,-141.52
-73.2,-97.6,-24.4,87.84,-24.4,-63.44,63.44,-53.68,175.68,-97.6,-131.76,-136.64
-73.2,-97.6,-24.4,87.84,-24.4,-63.44,73.2,-53.68,175.68,-97.6,-131.76,-136.64
-63.44,-87.84,-24.4,78.08,-19.52,-58.56,78.08,-53.68,175.68,-97.6,-131.76,-136.64
-53.68,-92.72,-39.04,73.2,-9.76,-68.32,82.96,-39.04,175.68,-97.6,-122,-131.76
-48.8,-82.96,-34.16,68.32,-9.76,-58.56,82.96,-34.16,185.44,-87.84,-117.12,-131.76
-43.92,-82.96,-39.04,63.44,-4.88,-63.44,82.96,-29.28,190.32,-82.96,-107.36,-122
-39.04,-78.08,-39.04,58.56,0,-58.56,92.72,-9.76,195.2,-78.08,-107.36,-122
-48.8,-73.2,-24.4,63.44,-14.64,-48.8,92.72,-9.76,190.32,-73.2,-112.24,-126.88
-43.92,-68.32,-24.4,58.56,-9.76,-48.8,97.6,-9.76,195.2,-73.2,-107.36,-126.88
-39.04,-68.32,-29.28,53.68,-4.88,-48.8,97.6,-9.76,195.2,-68.32,-102.48,-122
-39.04,-68.32,-29.28,53.68,-4.88,-48.8,102.48,-4.88,195.2,-68.32,-102.48,-122
-39.04,-68.32,-29.28,53.68,-4.88,-48.8,112.24,-9.76,204.96,-68.32,-102.48,-122
-34.16,-68.32,-34.16,53.68,0,-53.68,112.24,-9.76,209.84,-63.44,-102.48,-117.12
-24.4,-73.2,-48.8,48.8,9.76,-63.44,112.24,0,219.6,-58.56,-97.6,-117.12
-19.52,-73.2,-53.68,48.8,14.64,-63.44,112.24,4.88,219.6,-53.68,-97.6,-112.24
-4.88,-78.08,-73.2,43.92,34.16,-78.08,112.24,4.88,219.6,-53.68,-92.72,-112.24
0,-78.08,-78.08,39.04,39.04,-78.08,112.24,0,219.6,-53.68,-92.72,-112.24
0,-73.2,-73.2,39.04,34.16,-73.2,102.48,0,219.6,-53.68,-92.72,-107.36
0,-73.2,-73.2,39.04,34.16,-73.2,97.6,0,219.6,-53.68,-92.72,-107.36
0,-53.68,-53.68,29.28,24.4,-53.68,92.72,-14.64,214.72,-63.44,-87.84,-97.6
-4.88,-39.04,-34.16,24.4,14.64,-39.04,78.08,-19.52,209.84,-63.44,-87.84,-97.6
-9.76,-24.4,-14.64,19.52,0,-19.52,63.44,-34.16,204.96,-63.44,-87.84,-97.6
-9.76,-19.52,-9.76,14.64,0,-14.64,53.68,-34.16,195.2,-63.44,-87.84,-97.6
0,-43.92,-43.92,24.4,19.52,-43.92,58.56,-34.16,190.32,-63.44,-82.96,-92.72
0,-48.8,-48.8,24.4,24.4,-48.8,58.56,-34.16,185.44,-58.56,-78.08,-87.84
0,-58.56,-58.56,29.28,29.28,-58.56,58.56,-34.16,180.56,-48.8,-68.32,-82.96
0,-63.44,-63.44,34.16,29.28,-63.44,58.56,-34.16,175.68,-43.92,-63.44,-78.08
-4.88,-78.08,-73.2,43.92,34.16,-78.08,68.32,-29.28,175.68,-48.8,-78.08,-92.72
-4.88,-87.84,-82.96,48.8,39.04,-87.84,63.44,-24.4,170.8,-58.56,-82.96,-97.6
0,-102.48,-102.48,53.68,48.8,-102.48,63.44,-24.4,165.92,-68.32,-92.72,-102.48
0,-107.36,-107.36,53.68,53.68,-107.36,58.56,-39.04,156.16,-78.08,-102.48,-117.12
9.76,-92.72,-102.48,43.92,53.68,-97.6,53.68,-43.92,141.52,-87.84,-107.36,-131.76
4.88,-87.84,-92.72,43.92,48.8,-92.72,48.8,-48.8,136.64,-87.84,-112.24,-131.76
0,-87.84,-87.84,43.92,43.92,-87.84,48.8,-53.68,126.88,-92.72,-112.24,-136.64
-4.88,-82.96,-78.08,43.92,34.16,-82.96,43.92,-53.68,126.88,-97.6,-112.24,-136.64
-14.64,-92.72,-78.08,53.68,29.28,-87.84,34.16,-53.68,131.76,-87.84,-107.36,-131.76
-19.52,-87.84,-68.32,53.68,24.4,-78.08,34.16,-58.56,126.88,-97.6,-107.36,-126.88
-24.4,-82.96,-58.56,53.68,14.64,-73.2,34.16,-63.44,126.88,-97.6,-112.24,-126.88
-29.28,-82.96,-53.68,58.56,9.76,-68.32,34.16,-63.44,126.88,-97.6,-112.24,-122
-39.04,-102.48,-63.44,73.2,9.76,-82.96,48.8,-48.8,126.88,-92.72,-122,-131.76
-53.68,-107.36,-53.68,82.96,0,-82.96,53.68,-48.8,126.88,-92.72,-122,-131.76
-63.44,-112.24,-48.8,87.84,-9.76,-82.96,58.56,-48.8,126.88,-92.72,-122,-131.76
-73.2,-122,-48.8,97.6,-14.64,-87.84,63.44,-48.8,126.88,-97.6,-131.76,-141.52
-78.08,-112.24,-34.16,97.6,-24.4,-73.2,73.2,-48.8,107.36,-107.36,-136.64,-146.4
-87.84,-122,-34.16,107.36,-29.28,-78.08,73.2,-58.56,102.48,-112.24,-141.52,-151.28
-97.6,-122,-24.4,112.24,-39.04,-73.2,73.2,-58.56,97.6,-117.12,-146.4,-156.16
-97.6,-122,-24.4,112.24,-39.04,-73.2,73.2,-68.32,87.84,-126.88,-161.04,-165.92
-92.72,-126.88,-34.16,112.24,-29.28,-82.96,73.2,-68.32,82.96,-126.88,-161.04,-161.04
-92.72,-131.76,-39.04,112.24,-29.28,-87.84,68.32,-68.32,82.96,-131.76,-161.04,-161.04
-92.72,-136.64,-43.92,117.12,-24.4,-92.72,68.32,-68.32,82.96,-131.76,-161.04,-161.04
-92.72,-151.28,-58.56,122,-19.52,-107.36,68.32,-68.32,82.96,-131.76,-161.04,-161.04
-92.72,-161.04,-68.32,126.88,-14.64,-117.12,78.08,-68.32,92.72,-131.76,-156.16,-161.04
-92.72,-165.92,-73.2,131.76,-9.76,-122,78.08,-68.32,92.72,-131.76,-151.28,-161.04
-92.72,-170.8,-78.08,131.76,-9.76,-126.88,78.08,-68.32,92.72,-131.76,-146.4,-161.04
-92.72,-170.8,-78.08,131.76,-9.76,-126.88,82.96,-68.32,92.72,-131.76,-141.52,-161.04
-87.84,-161.04,-73.2,126.88,-9.76,-117.12,68.32,-82.96,82.96,-141.52,-146.4,-165.92
-87.84,-151.28,-63.44,122,-14.64,-107.36,63.44,-82.96,82.96,-146.4,-156.16,-170.8
-87.84,-141.52,-53.68,117.12,-19.52,-97.6,58.56,-82.96,78.08,-151.28,-165.92,-180.56
-87.84,-136.64,-48.8,112.24,-19.52,-92.72,53.68,-82.96,78.08,-156.16,-170.8,-185.44
-97.6,-141.52,-43.92,122,-29.28,-92.72,58.56,-78.08,82.96,-156.16,-161.04,-180.56
-97.6,-146.4,-48.8,122,-24.4,-97.6,63.44,-73.2,87.84,-151.28,-161.04,-175.68
-102.48,-151.28,-48.8,126.88,-29.28,-102.48,68.32,-68.32,92.72,-146.4,-161.04,-170.8
-102.48,-156.16,-53.68,131.76,-24.4,-107.36,73.2,-63.44,97.6,-141.52,-161.04,-165.92
-102.48,-146.4,-43.92,126.88,-29.28,-97.6,63.44,-63.44,92.72,-141.52,-161.04,-165.92
-102.48,-146.4,-43.92,126.88,-29.28,-97.6,63.44,-68.32,92.72,-141.52,-161.04,-165.92
-102.48,-141.52,-39.04,122,-34.16,-92.72,63.44,-73.2,92.72,-141.52,-161.04,-165.92
-102.48,-141.52,-39.04,122,-34.16,-92.72,63.44,-78.08,87.84,-141.52,-161.04,-165.92
-102.48,-156.16,-53.68,131.76,-24.4,-107.36,68.32,-78.08,78.08,-151.28,-170.8,-175.68
-102.48,-161.04,-58.56,131.76,-24.4,-112.24,68.32,-78.08,82.96,-151.28,-170.8,-175.68
-102.48,-161.04,-58.56,131.76,-24.4,-112.24,68.32,-78.08,82.96,-151.28,-170.8,-175.68
-102.48,-161.04,-58.56,131.76,-24.4,-112.24,68.32,-78.08,82.96,-151.28,-170.8,-180.56
-92.72,-165.92,-73.2,131.76,-9.76,-122,68.32,-68.32,92.72,-161.04,-170.8,-170.8
-102.48,-175.68,-73.2,141.52,-14.64,-126.88,78.08,-58.56,92.72,-165.92,-170.8,-180.56
-92.72,-195.2,-102.48,146.4,4.88,-151.28,87.84,-53.68,87.84,-180.56,-190.32,-200.08
-92.72,-214.72,-122,156.16,14.64,-170.8,117.12,-39.04,82.96,-200.08,-224.48,-244
