I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
292.8,-92.72,-385.52,-97.6,336.72,-239.12,-639.28,-1200.48,-961.36,-546.56,-317.2,-102.48
248.88,-102.48,-351.36,-73.2,297.68,-229.36,-556.32,-1083.36,-897.92,-561.2,-370.88,-180.56
190.32,-112.24,-302.56,-39.04,244,-209.84,-492.88,-941.84,-795.44,-517.28,-366,-195.2
117.12,-97.6,-214.72,-9.76,165.92,-156.16,-419.68,-775.92,-663.68,-444.08,-322.08,-175.68
78.08,-63.44,-141.52,-4.88,107.36,-102.48,-361.12,-634.4,-541.68,-351.36,-268.4,-146.4
68.32,-14.64,-82.96,-24.4,73.2,-48.8,-297.68,-507.52,-429.44,-278.16,-209.84,-107.36
78.08,0,-78.08,-39.04,78.08,-39.04,-248.88,-409.92,-351.36,-229.36,-185.44,-97.6
82.96,14.64,-68.32,-48.8,73.2,-29.28,-200.08,-331.84,-297.68,-204.96,-170.8,-97.6
63.44,39.04,-24.4,-48.8,43.92,4.88,-141.52,-263.52,-244,-175.68,-156.16,-97.6
0,14.64,14.64,-4.88,-9.76,14.64,-102.48,-200.08,-200.08,-156.16,-156.16,-102.48
-9.76,4.88,14.64,4.88,-14.64,9.76,-58.56,-151.28,-161.04,-136.64,-151.28,-117.12
-4.88,0,4.88,4.88,-4.88,0,-34.16,-112.24,-131.76,-126.88,-146.4,-126.88
-19.52,-9.76,9.76,14.64,-14.64,0,-14.64,-78.08,-102.48,-112.24,-141.52,-126.88
14.64,-14.64,-29.28,0,19.52,-24.4,-4.88,-63.44,-102.48,-117.12,-156.16,-141.52
24.4,-24.4,-48.8,0,34.16,-39.04,0,-43.92,-92.72,-112.24,-156.16,-141.52
14.64,-14.64,-29.28,0,19.52,-24.4,19.52,-14.64,-82.96,-102.48,-141.52,-126.88
14.64,-19.52,-34.16,4.88,24.4,-29.28,19.52,-9.76,-73.2,-107.36,-151.28,-141.52
4.88,-9.76,-14.64,4.88,9.76,-14.64,24.4,9.76,-68.32,-102.48,-146.4,-131.76
-53.68,-4.88,48.8,29.28,-53.68,19.52,48.8,39.04,-43.92,-92.72,-126.88,-122
-82.96,-4.88,78.08,43.92,-82.96,34.16,63.44,48.8,-34.16,-92.72,-131.76,-122
-63.44,-9.76,53.68,39.04,-58.56,19.52,53.68,39.04,-34.16,-97.6,-141.52,-136.64
-19.52,-4.88,14.64,14.64,-19.52,4.88,53.68,43.92,-34.16,-97.6,-151.28,-146.4
-19.52,-4.88,14.64,14.64,-19.52,4.88,63.44,53.68,-19.52,-92.72,-141.52,-141.52
-34.16,-19.52,14.64,29.28,-24.4,-4.88,68.32,63.44,-19.52,-82.96,-141.52,-141.52
-48.8,-24.4,24.4,39.04,-39.04,0,68.32,68.32,-19.52,-78.08,-136.64,-141.52
-68.32,-34.16,34.16,53.68,-53.68,0,78.08,87.84,-9.76,-73.2,-126.88,-126.88
-53.68,-24.4,29.28,39.04,-43.92,0,82.96,92.72,0,-78.08,-126.88,-131.76
-53.68,-14.64,39.04,34.16,-48.8,9.76,87.84,97.6,0,-78.08,-126.88,-126.88
-48.8,-34.16,14.64,43.92,-34.16,-9.76,73.2,87.84,-9.76,-92.72,-141.52,-146.4
-14.64,-24.4,-9.76,19.52,-4.88,-19.52,63.44,87.84,-9.76,-102.48,-151.28,-151.28
4.88,-24.4,-29.28,9.76,14.64,-29.28,63.44,82.96,-9.76,-102.48,-151.28,-156.16
-9.76,-29.28,-19.52,19.52,4.88,-24.4,63.44,82.96,-4.88,-97.6,-146.4,-156.16
-53.68,-19.52,34.16,39.04,-43.92,4.88,82.96,102.48,19.52,-78.08,-126.88,-136.64
-92.72,-9.76,82.96,53.68,-87.84,34.16,107.36,131.76,43.92,-48.8,-97.6,-117.12
-53.68,-4.88,48.8,29.28,-53.68,19.52,97.6,126.88,29.28,-58.56,-102.48,-122
-24.4,-14.64,9.76,19.52,-19.52,-4.88,82.96,112.24,4.88,-73.2,-117.12,-131.76
-34.16,-24.4,9.76,29.28,-24.4,-9.76,82.96,112.24,4.88,-82.96,-131.76,-146.4
-9.76,-4.88,4.88,9.76,-9.76,0,82.96,117.12,4.88,-82.96,-136.64,-141.52
0,-9.76,-9.76,4.88,4.88,-9.76,78.08,117.12,4.88,-87.84,-141.52,-141.52
-29.28,-24.4,4.88,29.28,-19.52,-9.76,82.96,122,9.76,-87.84,-151.28,-151.28
-58.56,-24.4,34.16,43.92,-48.8,4.88,92.72,131.76,29.28,-73.2,-136.64,-146.4
-73.2,-29.28,43.92,53.68,-58.56,4.88,97.6,136.64,29.28,-63.44,-131.76,-141.52
-63.44,-19.52,43.92,43.92,-53.68,9.76,107.36,146.4,43.92,-48.8,-117.12,-126.88
-53.68,-19.52,34.16,39.04,-43.92,4.88,102.48,141.52,39.04,-53.68,-122,-131.76
-43.92,-24.4,19.52,34.16,-34.16,-4.88,102.48,141.52,39.04,-43.92,-107.36,-126.88
-29.28,-19.52,9.76,24.4,-19.52,-4.88,92.72,141.52,29.28,-53.68,-117.12,-131.76
-19.52,-19.52,0,19.52,-9.76,-9.76,97.6,141.52,29.28,-58.56,-122,-136.64
-39.04,-24.4,14.64,34.16,-29.28,-4.88,92.72,141.52,29.28,-58.56,-122,-126.88
-48.8,-19.52,29.28,34.16,-39.04,4.88,107.36,151.28,43.92,-48.8,-112.24,-117.12
-34.16,-19.52,14.64,29.28,-24.4,-4.88,92.72,151.28,34.16,-68.32,-126.88,-136.64
-24.4,-9.76,14.64,19.52,-19.52,0,87.84,141.52,43.92,-68.32,-126.88,-141.52
-43.92,0,43.92,24.4,-43.92,19.52,107.36,161.04,53.68,-48.8,-112.24,-122
-48.8,-9.76,39.04,29.28,-43.92,14.64,102.48,161.04,53.68,-48.8,-117.12,-131.76
-24.4,0,24.4,14.64,-24.4,9.76,102.48,156.16,58.56,-48.8,-117.12,-131.76
-29.28,-14.64,14.64,24.4,-24.4,0,102.48,156.16,58.56,-39.04,-112.24,-131.76
-29.28,-4.88,24.4,19.52,-29.28,9.76,97.6,161.04,58.56,-39.04,-107.36,-126.88
-39.04,-4.88,34.16,24.4,-39.04,14.64,102.48,170.8,63.44,-39.04,-107.36,-122
-39.04,-9.76,29.28,24.4,-34.16,9.76,92.72,165.92,48.8,-53.68,-117.12,-131.76
-14.64,-14.64,0,14.64,-9.76,-9.76,87.84,165.92,48.8,-58.56,-122,-136.64
9.76,-14.64,-24.4,4.88,14.64,-19.52,73.2,156.16,39.04,-73.2,-141.52,-156.16
9.76,-14.64,-24.4,4.88,14.64,-19.52,73.2,151.28,48.8,-68.32,-146.4,-161.04
0,-9.76,-9.76,4.88,4.88,-9.76,87.84,170.8,63.44,-43.92,-126.88,-141.52
0,0,0,0,0,0,92.72,180.56,73.2,-34.16,-117.12,-136.64
-19.52,-14.64,4.88,19.52,-14.64,-4.88,87.84,175.68,63.44,-34.16,-117.12,-136.64
-14.64,-24.4,-9.76,19.52,-4.88,-19.52,87.84,175.68,63.44,-29.28,-112.24,-126.88
9.76,-4.88,-14.64,0,9.76,-9.76,92.72,185.44,63.44,-29.28,-112.24,-117.12
9.76,-4.88,-14.64,0,9.76,-9.76,107.36,185.44,78.08,-24.4,-102.48,-117.12
9.76,-4.88,-14.64,0,9.76,-9.76,97.6,190.32,73.2,-29.28,-107.36,-117.12
-19.52,-4.88,14.64,14.64,-19.52,4.88,102.48,200.08,87.84,-19.52,-102.48,-107.36
-68.32,0,68.32,34.16,-68.32,34.16,122,224.48,112.24,-4.88,-87.84,-97.6
-48.8,0,48.8,24.4,-48.8,24.4,112.24,219.6,107.36,-24.4,-92.72,-112.24
-39.04,-4.88,34.16,24.4,-39.04,14.64,112.24,219.6,107.36,-14.64,-87.84,-102.48
-29.28,-4.88,24.4,19.52,-29.28,9.76,117.12,229.36,112.24,-4.88,-78.08,-102.48
-39.04,-24.4,14.64,34.16,-29.28,-4.88,107.36,224.48,102.48,-4.88,-78.08,-97.6
-29.28,-19.52,9.76,24.4,-19.52,-4.88,102.48,229.36,107.36,4.88,-68.32,-87.84
-24.4,-4.88,19.52,14.64,-24.4,4.88,112.24,239.12,117.12,14.64,-53.68,-68.32
-19.52,-4.88,14.64,14.64,-19.52,4.88,107.36,239.12,112.24,9.76,-58.56,-82.96
0,4.88,4.88,0,-4.88,4.88,97.6,234.24,107.36,14.64,-63.44,-82.96
0,0,0,0,0,0,87.84,219.6,102.48,4.88,-73.2,-92.72
0,0,0,0,0,0,87.84,229.36,107.36,4.88,-78.08,-97.6
34.16,24.4,-9.76,-29.28,19.52,4.88,97.6,234.24,122,14.64,-68.32,-92.72
24.4,24.4,0,-24.4,9.76,9.76,102.48,244,126.88,19.52,-63.44,-92.72
24.4,24.4,0,-24.4,9.76,9.76,107.36,258.64,136.64,24.4,-53.68,-82.96
39.04,24.4,-14.64,-29.28,24.4,4.88,107.36,268.4,136.64,29.28,-53.68,-78.08
43.92,-4.88,-48.8,-19.52,43.92,-29.28,82.96,248.88,122,19.52,-63.44,-87.84
19.52,-9.76,-29.28,-4.88,24.4,-19.52,82.96,248.88,117.12,24.4,-68.32,-82.96
9.76,-14.64,-24.4,4.88,14.64,-19.52,87.84,258.64,117.12,19.52,-73.2,-82.96
19.52,-19.52,-39.04,0,29.28,-29.28,73.2,258.64,112.24,14.64,-73.2,-82.96
63.44,0,-63.44,-29.28,63.44,-34.16,73.2,263.52,122,14.64,-68.32,-82.96
73.2,9.76,-63.44,-39.04,68.32,-29.28,73.2,263.52,122,9.76,-73.2,-87.84
63.44,19.52,-43.92,-39.04,53.68,-14.64,78.08,268.4,136.64,14.64,-73.2,-82.96
63.44,24.4,-39.04,-43.92,48.8,-9.76,92.72,283.04,141.52,34.16,-58.56,-68.32
63.44,34.16,-29.28,-48.8,43.92,0,92.72,292.8,156.16,43.92,-48.8,-63.44
39.04,24.4,-14.64,-29.28,24.4,4.88,102.48,297.68,156.16,48.8,-39.04,-58.56
9.76,4.88,-4.88,-4.88,4.88,0,82.96,302.56,151.28,48.8,-39.04,-58.56
29.28,14.64,-14.64,-19.52,19.52,0,73.2,307.44,151.28,53.68,-34.16,-48.8
48.8,29.28,-19.52,-39.04,34.16,4.88,78.08,312.32,156.16,58.56,-29.28,-43.92
24.4,19.52,-4.88,-19.52,14.64,4.88,82.96,322.08,161.04,63.44,-19.52,-39.04
39.04,34.16,-4.88,-34.16,19.52,14.64,73.2,322.08,165.92,63.44,-24.4,-39.04
9.76,29.28,19.52,-19.52,-4.88,24.4,82.96,336.72,175.68,68.32,-19.52,-29.28
9.76,34.16,24.4,-19.52,-9.76,29.28,82.96,341.6,175.68,78.08,-14.64,-29.28
53.68,53.68,0,-53.68,24.4,24.4,82.96,346.48,175.68,82.96,-9.76,-29.28
58.56,63.44,4.88,-58.56,24.4,34.16,82.96,351.36,180.56,87.84,-4.88,-24.4
63.44,53.68,-9.76,-58.56,34.16,19.52,73.2,336.72,165.92,78.08,-9.76,-29.28
107.36,63.44,-43.92,-82.96,73.2,9.76,68.32,336.72,170.8,82.96,-4.88,-24.4
136.64,63.44,-73.2,-97.6,102.48,-4.88,58.56,336.72,165.92,78.08,-9.76,-19.52
122,63.44,-58.56,-92.72,87.84,0,63.44,346.48,170.8,82.96,-4.88,-14.64
63.44,68.32,4.88,-63.44,29.28,34.16,73.2,366,190.32,97.6,14.64,9.76
73.2,78.08,4.88,-73.2,34.16,39.04,73.2,375.76,204.96,107.36,19.52,19.52
146.4,87.84,-58.56,-117.12,102.48,14.64,53.68,356.24,185.44,87.84,0,0
151.28,78.08,-73.2,-112.24,112.24,0,39.04,346.48,190.32,87.84,0,0
126.88,68.32,-58.56,-97.6,92.72,4.88,39.04,351.36,195.2,97.6,19.52,9.76
102.48,68.32,-34.16,-82.96,68.32,14.64,48.8,361.12,209.84,117.12,29.28,29.28
102.48,82.96,-19.52,-92.72,58.56,29.28,58.56,370.88,209.84,131.76,48.8,43.92
117.12,82.96,-34.16,-97.6,73.2,24.4,63.44,375.76,214.72,141.52,63.44,53.68
136.64,73.2,-63.44,-102.48,97.6,4.88,48.8,366,204.96,136.64,58.56,48.8
136.64,73.2,-63.44,-102.48,97.6,4.88,39.04,356.24,195.2,131.76,53.68,53.68
112.24,73.2,-39.04,-92.72,73.2,14.64,43.92,361.12,204.96,141.52,63.44,63.44
107.36,63.44,-43.92,-82.96,73.2,9.76,43.92,370.88,209.84,146.4,73.2,73.2
112.24,73.2,-39.04,-92.72,73.2,14.64,39.04,370.88,219.6,156.16,87.84,78.08
112.24,73.2,-39.04,-92.72,73.2,14.64,34.16,366,214.72,156.16,78.08,78.08
131.76,73.2,-58.56,-102.48,92.72,4.88,19.52,356.24,204.96,146.4,78.08,73.2
141.52,73.2,-68.32,-107.36,102.48,0,9.76,346.48,200.08,151.28,87.84,73.2
146.4,73.2,-73.2,-107.36,107.36,0,14.64,346.48,204.96,151.28,87.84,73.2
165.92,92.72,-73.2,-126.88,117.12,9.76,14.64,351.36,204.96,161.04,92.72,82.96
200.08,97.6,-102.48,-146.4,151.28,-4.88,9.76,341.6,190.32,151.28,92.72,82.96
200.08,78.08,-122,-136.64,161.04,-24.4,4.88,326.96,180.56,146.4,82.96,82.96
200.08,82.96,-117.12,-141.52,156.16,-19.52,-4.88,317.2,175.68,136.64,78.08,78.08
200.08,78.08,-122,-136.64,161.04,-24.4,-4.88,317.2,175.68,136.64,73.2,78.08
204.96,78.08,-126.88,-141.52,165.92,-24.4,-9.76,307.44,175.68,136.64,78.08,82.96
195.2,82.96,-112.24,-136.64,151.28,-14.64,-4.88,307.44,185.44,146.4,92.72,92.72
175.68,92.72,-82.96,-131.76,126.88,4.88,14.64,322.08,200.08,156.16,102.48,107.36
141.52,63.44,-78.08,-102.48,107.36,-9.76,4.88,312.32,190.32,151.28,102.48,102.48
161.04,53.68,-107.36,-107.36,131.76,-29.28,-4.88,287.92,175.68,136.64,92.72,92.72
204.96,63.44,-141.52,-131.76,170.8,-39.04,-9.76,278.16,170.8,141.52,87.84,92.72
214.72,78.08,-136.64,-146.4,175.68,-29.28,-4.88,287.92,165.92,141.52,87.84,97.6
195.2,87.84,-107.36,-141.52,151.28,-9.76,0,287.92,175.68,146.4,102.48,112.24
180.56,87.84,-92.72,-131.76,136.64,-4.88,0,278.16,165.92,141.52,97.6,107.36
185.44,73.2,-112.24,-126.88,146.4,-19.52,-14.64,258.64,156.16,131.76,92.72,97.6
141.52,73.2,-68.32,-107.36,102.48,0,-4.88,253.76,156.16,126.88,97.6,102.48
156.16,82.96,-73.2,-117.12,112.24,4.88,-9.76,239.12,151.28,126.88,92.72,97.6
175.68,87.84,-87.84,-131.76,131.76,0,-14.64,219.6,141.52,122,82.96,87.84
141.52,63.44,-78.08,-102.48,107.36,-9.76,-24.4,209.84,141.52,126.88,78.08,78.08
151.28,68.32,-82.96,-107.36,117.12,-9.76,-14.64,209.84,141.52,126.88,78.08,78.08
156.16,63.44,-92.72,-107.36,122,-14.64,-4.88,204.96,141.52,126.88,78.08,78.08
136.64,63.44,-73.2,-97.6,102.48,-4.88,-4.88,200.08,136.64,117.12,73.2,78.08
117.12,63.44,-53.68,-87.84,82.96,4.88,4.88,204.96,136.64,122,78.08,73.2
102.48,63.44,-39.04,-82.96,68.32,9.76,4.88,195.2,131.76,117.12,78.08,73.2
117.12,63.44,-53.68,-87.84,82.96,4.88,0,175.68,136.64,112.24,73.2,58.56
112.24,58.56,-53.68,-82.96,82.96,0,4.88,170.8,131.76,102.48,58.56,58.56
97.6,43.92,-53.68,-68.32,73.2,-4.88,-4.88,151.28,122,92.72,53.68,43.92
92.72,34.16,-58.56,-63.44,73.2,-14.64,-4.88,146.4,117.12,82.96,48.8,39.04
92.72,43.92,-48.8,-68.32,68.32,-4.88,0,136.64,112.24,87.84,53.68,29.28
73.2,43.92,-29.28,-58.56,48.8,4.88,4.88,136.64,117.12,92.72,53.68,29.28
58.56,53.68,-4.88,-53.68,29.28,24.4,14.64,136.64,117.12,102.48,58.56,39.04
43.92,48.8,4.88,-43.92,19.52,24.4,24.4,131.76,107.36,102.48,58.56,39.04
43.92,39.04,-4.88,-39.04,24.4,14.64,19.52,122,102.48,97.6,48.8,29.28
43.92,19.52,-24.4,-29.28,34.16,-4.88,0,107.36,82.96,73.2,29.28,9.76
53.68,14.64,-39.04,-34.16,43.92,-14.64,0,97.6,78.08,63.44,14.64,-4.88
63.44,19.52,-43.92,-39.04,53.68,-14.64,0,87.84,68.32,48.8,4.88,-14.64
48.8,19.52,-29.28,-34.16,39.04,-4.88,-4.88,78.08,63.44,39.04,-14.64,-29.28
39.04,29.28,-9.76,-34.16,24.4,9.76,14.64,78.08,63.44,53.68,0,-24.4
34.16,29.28,-4.88,-29.28,19.52,9.76,19.52,68.32,63.44,53.68,-4.88,-29.28
9.76,14.64,4.88,-9.76,0,9.76,19.52,68.32,58.56,48.8,-9.76,-39.04
-4.88,14.64,19.52,-4.88,-14.64,14.64,24.4,68.32,68.32,63.44,4.88,-19.52
-24.4,9.76,34.16,9.76,-29.28,19.52,29.28,78.08,63.44,53.68,4.88,-19.52
-39.04,-9.76,29.28,24.4,-34.16,9.76,24.4,68.32,53.68,43.92,-9.76,-24.4
-39.04,0,39.04,19.52,-39.04,19.52,24.4,68.32,53.68,39.04,-9.76,-24.4
-39.04,0,39.04,19.52,-39.04,19.52,19.52,68.32,39.04,34.16,-14.64,-39.04
-24.4,0,24.4,14.64,-24.4,9.76,9.76,43.92,24.4,9.76,-34.16,-53.68
-4.88,4.88,9.76,0,-9.76,4.88,19.52,43.92,29.28,14.64,-39.04,-53.68
-4.88,-4.88,0,4.88,-4.88,-4.88,14.64,34.16,24.4,4.88,-43.92,-63.44
-14.64,-9.76,4.88,14.64,-9.76,-4.88,14.64,29.28,9.76,4.88,-39.04,-68.32
-9.76,4.88,14.64,4.88,-14.64,9.76,24.4,39.04,14.64,9.76,-29.28,-63.44
-14.64,-4.88,9.76,9.76,-14.64,0,24.4,29.28,9.76,9.76,-34.16,-58.56
0,-4.88,-4.88,4.88,0,-4.88,9.76,14.64,-4.88,-4.88,-43.92,-68.32
-9.76,-4.88,4.88,9.76,-9.76,0,9.76,14.64,-9.76,-4.88,-48.8,-73.2
-43.92,-14.64,29.28,29.28,-39.04,4.88,24.4,19.52,0,0,-39.04,-63.44
